#SUBMITTED ID	FBID_KEY	AFFECTED_GENES	INSERTED_ELEMENT	LOCATION_STRAND	NAME	STOCKS	SYMBOL
FBti0195451	FBti0195451	CG14995	Mi{Trojan-GAL4.0}	1	-	76721 y[1] w[*]; Mi{Trojan-GAL4.0}CG14995[MI10302-TG4.0]/TM3, Sb[1] Ser[1]	Mi{Trojan-GAL4.0}CG14995[MI10302-TG4.0]
FBti0195452	FBti0195452	rdog	Mi{Trojan-GAL4.2}	-1	-	76722 y[1] w[*]; Mi{Trojan-GAL4.2}rdog[MI10382-TG4.2]	Mi{Trojan-GAL4.2}rdog[MI10382-TG4.2]
FBti0195455	FBti0195455	a	Mi{Trojan-GAL4.1}	1	-	76725 y[1] w[*]; Mi{Trojan-GAL4.1}a[MI10698-TG4.1]/SM6a	Mi{Trojan-GAL4.1}a[MI10698-TG4.1]
FBti0195457	FBti0195457	AstA-R2	Mi{Trojan-GAL4.0}	1	-	76727 y[1] w[*]; Mi{Trojan-GAL4.0}AstA-R2[MI11315-TG4.0]/TM3, Sb[1] Ser[1]	Mi{Trojan-GAL4.0}AstA-R2[MI11315-TG4.0]
FBti0195458	FBti0195458	cysu	Mi{Trojan-GAL4.2}	1	-	76728 y[1] w[*]; Mi{Trojan-GAL4.2}cysu[MI11428-TG4.2]/TM3, Sb[1] Ser[1]	Mi{Trojan-GAL4.2}cysu[MI11428-TG4.2]
FBti0195459	FBti0195459	CG44085	Mi{Trojan-GAL4.2}	-1	-	76729 y[1] w[*]; Mi{Trojan-GAL4.2}CG44085[MI11559-TG4.2]/SM6a	Mi{Trojan-GAL4.2}CG44085[MI11559-TG4.2]
FBti0195460	FBti0195460	NetB	Mi{Trojan-GAL4.1}	1	-	76730 y[1] w[*] Mi{Trojan-GAL4.1}NetB[MI11608-TG4.1]	Mi{Trojan-GAL4.1}NetB[MI11608-TG4.1]
FBti0195461	FBti0195461	CenG1A	Mi{Trojan-GAL4.1}	-1	-	76731 y[1] w[*]; Mi{Trojan-GAL4.1}CenG1A[MI11722-TG4.1]/SM6a	Mi{Trojan-GAL4.1}CenG1A[MI11722-TG4.1]
FBti0195462	FBti0195462	Fatp2	Mi{Trojan-GAL4.0}	1	-	76732 y[1] w[*]; Mi{Trojan-GAL4.0}Fatp2[MI11764-TG4.0]	Mi{Trojan-GAL4.0}Fatp2[MI11764-TG4.0]
FBti0195463	FBti0195463	ERp60	Mi{Trojan-GAL4.2}	1	-	76733 y[1] w[*]; Mi{Trojan-GAL4.2}ERp60[MI11872-TG4.2]	Mi{Trojan-GAL4.2}ERp60[MI11872-TG4.2]
FBti0195464	FBti0195464	CG15019	Mi{Trojan-GAL4.0}	1	-	76734 y[1] w[*]; Mi{Trojan-GAL4.0}CG15019[MI11983-TG4.0]	Mi{Trojan-GAL4.0}CG15019[MI11983-TG4.0]
FBti0195465	FBti0195465	CG13784	Mi{Trojan-GAL4.2}	-1	-	76735 y[1] w[*]; Mi{Trojan-GAL4.2}CG13784[MI12101-TG4.2]	Mi{Trojan-GAL4.2}CG13784[MI12101-TG4.2]
FBti0195467	FBti0195467	rad	Mi{Trojan-GAL4.1}	1	-	76737 y[1] w[*] Mi{Trojan-GAL4.1}rad[MI12368-TG4.1]	Mi{Trojan-GAL4.1}rad[MI12368-TG4.1]
FBti0195468	FBti0195468	oaf	Mi{Trojan-GAL4.1}	1	-	76738 y[1] w[*]; Mi{Trojan-GAL4.1}oaf[MI12433-TG4.1]/SM6a	Mi{Trojan-GAL4.1}oaf[MI12433-TG4.1]
FBti0195469	FBti0195469	QC	Mi{Trojan-GAL4.0}	1	-	76739 y[1] w[*]; Mi{Trojan-GAL4.0}QC[MI12474-TG4.0]/TM3, Sb[1] Ser[1]	Mi{Trojan-GAL4.0}QC[MI12474-TG4.0]
FBti0195471	FBti0195471	PMCA	Mi{Trojan-GAL4.2}	-1	-	76741 y[1] w[*]; Mi{Trojan-GAL4.2}PMCA[MI12515-TG4.2]/In(4)ci[D], ci[D] pan[ciD]	Mi{Trojan-GAL4.2}PMCA[MI12515-TG4.2]
FBti0195473	FBti0195473	Smr	Mi{Trojan-GAL4.1}	1	-	76743 y[1] w[*] Mi{Trojan-GAL4.1}Smr[MI12579-TG4.1]/FM7c	Mi{Trojan-GAL4.1}Smr[MI12579-TG4.1]
FBti0195474	FBti0195474	igl	Mi{Trojan-GAL4.1}	1	-	76744 y[1] w[*]; Mi{Trojan-GAL4.1}igl[MI12785-TG4.1]/SM6a	Mi{Trojan-GAL4.1}igl[MI12785-TG4.1]
FBti0195475	FBti0195475	CG31809	Mi{Trojan-GAL4.1}	-1	-	76745 y[1] w[*]; Mi{Trojan-GAL4.1}CG31809[MI12792-TG4.1]/SM6a	Mi{Trojan-GAL4.1}CG31809[MI12792-TG4.1]
FBti0195476	FBti0195476	egl	Mi{Trojan-GAL4.1}	1	-	76746 y[1] w[*]; Mi{Trojan-GAL4.1}egl[MI12826-TG4.1]/SM6a	Mi{Trojan-GAL4.1}egl[MI12826-TG4.1]
FBti0195477	FBti0195477	Cyp4d8	Mi{Trojan-GAL4.1}	-1	-	76747 y[1] w[*]; Mi{Trojan-GAL4.1}Cyp4d8[MI13043-TG4.1]	Mi{Trojan-GAL4.1}Cyp4d8[MI13043-TG4.1]
FBti0195478	FBti0195478	Kank	Mi{Trojan-GAL4.1}	1	-	76748 y[1] w[*]; Mi{Trojan-GAL4.1}Kank[MI13070-TG4.1]/SM6a	Mi{Trojan-GAL4.1}Kank[MI13070-TG4.1]
FBti0195480	FBti0195480	Tep4	Mi{Trojan-GAL4.2}	-1	-	76750 y[1] w[*]; Mi{Trojan-GAL4.2}Tep4[MI13472-TG4.2]/SM6a	Mi{Trojan-GAL4.2}Tep4[MI13472-TG4.2]
FBti0195481	FBti0195481	CG4752	Mi{Trojan-GAL4.1}	-1	-	76751 y[1] w[*]; Mi{Trojan-GAL4.1}CG4752[MI13500-TG4.1]	Mi{Trojan-GAL4.1}CG4752[MI13500-TG4.1]
FBti0195482	FBti0195482	trio	Mi{Trojan-GAL4.0}	1	-	76752 y[1] w[*]; Mi{Trojan-GAL4.0}trio[MI13563-TG4.0]/TM3, Sb[1] Ser[1]	Mi{Trojan-GAL4.0}trio[MI13563-TG4.0]
FBti0195484	FBti0195484	CG33090	Mi{Trojan-GAL4.2}	1	-	76754 y[1] w[*]; Mi{Trojan-GAL4.2}CG33090[MI13825-TG4.2]	Mi{Trojan-GAL4.2}CG33090[MI13825-TG4.2]
FBti0195486	FBti0195486	CG11898	Mi{Trojan-GAL4.2}	1	-	76756 y[1] w[*]; Mi{Trojan-GAL4.2}CG11898[MI13872-TG4.2]	Mi{Trojan-GAL4.2}CG11898[MI13872-TG4.2]
FBti0195487	FBti0195487	rdo	Mi{Trojan-GAL4.1}	-1	-	76757 y[1] w[*]; Mi{Trojan-GAL4.1}rdo[MI14128-TG4.1]	Mi{Trojan-GAL4.1}rdo[MI14128-TG4.1]
FBti0195488	FBti0195488	twz	Mi{Trojan-GAL4.2}	1	-	76758 y[1] w[*]; Mi{Trojan-GAL4.2}twz[MI14153-TG4.2]/SM6a	Mi{Trojan-GAL4.2}twz[MI14153-TG4.2]
FBti0195493	FBti0195493	CG9098	Mi{Trojan-GAL4.0}	1	-	76763 y[1] w[*]; Mi{Trojan-GAL4.0}CG9098[MI14545-TG4.0]/SM6a	Mi{Trojan-GAL4.0}CG9098[MI14545-TG4.0]
FBti0195494	FBti0195494	ctrip	Mi{Trojan-GAL4.1}	-1	-	76764 y[1] w[*]; wg[Sp-1]/CyO; Mi{Trojan-GAL4.1}ctrip[MI14762-TG4.1]/TM3, Sb[1] Ser[1]	Mi{Trojan-GAL4.1}ctrip[MI14762-TG4.1]
FBti0195495	FBti0195495	Mctp	Mi{Trojan-GAL4.1}	1	-	76765 y[1] w[*]; Mi{Trojan-GAL4.1}Mctp[MI14773-TG4.1]/SM6a	Mi{Trojan-GAL4.1}Mctp[MI14773-TG4.1]
FBti0195498	FBti0195498	Ndg	Mi{Trojan-GAL4.0}	1	-	76768 y[1] w[*]; Mi{Trojan-GAL4.0}Ndg[MI15397-TG4.0]/SM6a	Mi{Trojan-GAL4.0}Ndg[MI15397-TG4.0]
FBti0195500	FBti0195500	CG31075	Mi{Trojan-GAL4.2}	-1	-	76770 y[1] w[*]; Mi{Trojan-GAL4.2}CG31075[MI15619-TG4.2]/TM3, Sb[1] Ser[1]	Mi{Trojan-GAL4.2}CG31075[MI15619-TG4.2]
FBti0195503	FBti0195503	Octbeta3R	Mi{Trojan-GAL4.un}	-1	-	76680 y[1] w[*]; Mi{Trojan-GAL4.un}Octβ3R[MI06217-TG4.un]	Mi{Trojan-GAL4.un}Octbeta3R[MI06217-TG4.un]
FBti0196158	FBti0196158	UbcE2M	Mi{Trojan-GAL4.0}	-1	-	77902 y[1] w[*]; Mi{Trojan-GAL4.0}UbcE2M[MI00049-TG4.0]/TM3, Sb[1] Ser[1]	Mi{Trojan-GAL4.0}UbcE2M[MI00049-TG4.0]
FBti0196162	FBti0196162	dmGlut	Mi{Trojan-GAL4.1}	-1	-	77695 y[1] w[*]; Mi{Trojan-GAL4.1}dmGlut[MI00602-TG4.1]/SM6a	Mi{Trojan-GAL4.1}dmGlut[MI00602-TG4.1]
FBti0196164	FBti0196164	MRP	Mi{Trojan-GAL4.1}	-1	-	77697 y[1] w[*]; Mi{Trojan-GAL4.1}MRP[MI00773-TG4.1]	Mi{Trojan-GAL4.1}MRP[MI00773-TG4.1]
FBti0196168	FBti0196168	GlyP	Mi{Trojan-GAL4.0}	1	-	77701 y[1] w[*]; Mi{Trojan-GAL4.0}GlyP[MI00957-TG4.0]	Mi{Trojan-GAL4.0}GlyP[MI00957-TG4.0]
FBti0196170	FBti0196170	Klp98A	Mi{Trojan-GAL4.2}	1	-	77703 y[1] w[*]; Mi{Trojan-GAL4.2}Klp98A[MI01231-TG4.2]/TM3, Sb[1] Ser[1]	Mi{Trojan-GAL4.2}Klp98A[MI01231-TG4.2]
FBti0196171	FBti0196171	Npl4	Mi{Trojan-GAL4.1}	1	-	77704 y[1] w[*]; Mi{Trojan-GAL4.1}Npl4[MI01244-TG4.1]/TM3, Sb[1] Ser[1]	Mi{Trojan-GAL4.1}Npl4[MI01244-TG4.1]
FBti0196172	FBti0196172	Zdhhc8	Mi{Trojan-GAL4.2}	1	-	77705 y[1] w[*] Mi{Trojan-GAL4.2}Zdhhc8[MI01245-TG4.2]/FM7c	Mi{Trojan-GAL4.2}Zdhhc8[MI01245-TG4.2]
FBti0196173	FBti0196173	pip	Mi{Trojan-GAL4.2}	-1	-	77706 y[1] w[*]; Mi{Trojan-GAL4.2}pip[MI01309-TG4.2]/TM3, Sb[1] Ser[1]	Mi{Trojan-GAL4.2}pip[MI01309-TG4.2]
FBti0196174	FBti0196174	CG6398	Mi{Trojan-GAL4.0}	1	-	77707 y[1] w[*] Mi{Trojan-GAL4.0}CG6398[MI01329-TG4.0]	Mi{Trojan-GAL4.0}CG6398[MI01329-TG4.0]
FBti0196175	FBti0196175	gukh	Mi{Trojan-GAL4.1}	-1	-	77708 y[1] w[*]; Mi{Trojan-GAL4.1}gukh[MI01463-TG4.1]/TM3, Sb[1] Ser[1]	Mi{Trojan-GAL4.1}gukh[MI01463-TG4.1]
FBti0196178	FBti0196178	PH4alphaMP	Mi{Trojan-GAL4.2}	-1	-	77711 y[1] w[*]; Mi{Trojan-GAL4.2}PH4αMP[MI01627-TG4.2]/TM3, Sb[1] Ser[1]	Mi{Trojan-GAL4.2}PH4alphaMP[MI01627-TG4.2]
FBti0196179	FBti0196179	Esyt2	Mi{Trojan-GAL4.2}	1	-	77712 y[1] w[*]; Mi{Trojan-GAL4.2}Esyt2[MI01633-TG4.2]/TM3, Sb[1] Ser[1]	Mi{Trojan-GAL4.2}Esyt2[MI01633-TG4.2]
FBti0196180	FBti0196180	CG13937	Mi{Trojan-GAL4.0}	1	-	77713 y[1] w[*]; Mi{Trojan-GAL4.0}CG13937[MI01769-TG4.0]/TM3, Sb[1] Ser[1]	Mi{Trojan-GAL4.0}CG13937[MI01769-TG4.0]
FBti0196181	FBti0196181	MTA1-like	Mi{Trojan-GAL4.1}	1	-	77714 y[1] w[*]; Mi{Trojan-GAL4.1}MTA1-like[MI01790-TG4.1]/TM3, Sb[1] Ser[1]	Mi{Trojan-GAL4.1}MTA1-like[MI01790-TG4.1]
FBti0196183	FBti0196183	RhoGAP18B	Mi{Trojan-GAL4.0}	1	-	77716 y[1] w[*] Mi{Trojan-GAL4.0}RhoGAP18B[MI01863-TG4.0]	Mi{Trojan-GAL4.0}RhoGAP18B[MI01863-TG4.0]
FBti0196184	FBti0196184	olf413	Mi{Trojan-GAL4.0}	-1	-	77717 y[1] w[*]; Mi{Trojan-GAL4.0}olf413[MI02014-TG4.0]/TM3, Sb[1] Ser[1]	Mi{Trojan-GAL4.0}olf413[MI02014-TG4.0]
FBti0196185	FBti0196185	Shrm	Mi{Trojan-GAL4.2}	-1	-	77718 y[1] w[*]; Mi{Trojan-GAL4.2}Shrm[MI02045-TG4.2]/SM6a	Mi{Trojan-GAL4.2}Shrm[MI02045-TG4.2]
FBti0196186	FBti0196186	ry	Mi{Trojan-GAL4.0}	-1	-	77719 y[1] w[*]; Mi{Trojan-GAL4.0}ry[MI02136-TG4.0]/TM3, Sb[1] Ser[1]	Mi{Trojan-GAL4.0}ry[MI02136-TG4.0]
FBti0196187	FBti0196187	hbs	Mi{Trojan-GAL4.1}	1	-	77720 y[1] w[*]; Mi{Trojan-GAL4.1}hbs[MI02141-TG4.1]/SM6a	Mi{Trojan-GAL4.1}hbs[MI02141-TG4.1]
FBti0196188	FBti0196188	Syt1	Mi{Trojan-GAL4.0}	1	-	77722 y[1] w[*]; Mi{Trojan-GAL4.0}Syt1[MI02197-TG4.0]	Mi{Trojan-GAL4.0}Syt1[MI02197-TG4.0]
FBti0196190	FBti0196190	Esp	Mi{Trojan-GAL4.0}	-1	-	77724 y[1] w[*]; Mi{Trojan-GAL4.0}Esp[MI02323-TG4.0]/TM3, Sb[1] Ser[1]	Mi{Trojan-GAL4.0}Esp[MI02323-TG4.0]
FBti0196191	FBti0196191	pen-2	Mi{Trojan-GAL4.1}	1	-	77726 y[1] w[*]; Mi{Trojan-GAL4.1}pen-2[MI02639-TG4.1]	Mi{Trojan-GAL4.1}pen-2[MI02639-TG4.1]
FBti0196192	FBti0196192	CG9265	Mi{Trojan-GAL4.0}	1	-	77727 y[1] w[*]; Mi{Trojan-GAL4.0}CG9265[MI02732-TG4.0]	Mi{Trojan-GAL4.0}CG9265[MI02732-TG4.0]
FBti0196194	FBti0196194	Egfr	Mi{Trojan-GAL4.1}	1	-	77729 y[1] w[*]; Mi{Trojan-GAL4.1}Egfr[MI02852-TG4.1]/SM6a	Mi{Trojan-GAL4.1}Egfr[MI02852-TG4.1]
FBti0196195	FBti0196195	l(3)L1231	Mi{Trojan-GAL4.1}	-1	-	77730 y[1] w[*]; Mi{Trojan-GAL4.1}l(3)L1231[MI02883-TG4.1]/TM3, Sb[1] Ser[1]	Mi{Trojan-GAL4.1}l(3)L1231[MI02883-TG4.1]
FBti0196197	FBti0196197	stl	Mi{Trojan-GAL4.1}	1	-	77732 y[1] w[*]; Mi{Trojan-GAL4.1}stl[MI03108-TG4.1]	Mi{Trojan-GAL4.1}stl[MI03108-TG4.1]
FBti0196198	FBti0196198	Ppn	Mi{Trojan-GAL4.0}	1	-	77733 y[1] w[*]; Mi{Trojan-GAL4.0}Ppn[MI03189-TG4.0]/TM3, Sb[1] Ser[1]	Mi{Trojan-GAL4.0}Ppn[MI03189-TG4.0]
FBti0196200	FBti0196200	PH4alphaSG1	Mi{Trojan-GAL4.2}	1	-	77736 y[1] w[*]; Mi{Trojan-GAL4.2}PH4αSG1[MI03593-TG4.2]	Mi{Trojan-GAL4.2}PH4alphaSG1[MI03593-TG4.2]
FBti0196201	FBti0196201	mol	Mi{Trojan-GAL4.1}	1	-	77737 y[1] w[*]; Mi{Trojan-GAL4.1}mol[MI03597-TG4.1]	Mi{Trojan-GAL4.1}mol[MI03597-TG4.1]
FBti0196202	FBti0196202	slmb	Mi{Trojan-GAL4.0}	-1	-	77738 y[1] w[*]; Mi{Trojan-GAL4.0}slmb[MI03650-TG4.0]/TM3, Sb[1] Ser[1]	Mi{Trojan-GAL4.0}slmb[MI03650-TG4.0]
FBti0196205	FBti0196205	Bulli	Mi{Trojan-GAL4.0}	-1	-	77741 y[1] w[*]; Mi{Trojan-GAL4.0}Bulli[MI03821-TG4.0]/TM3, Sb[1] Ser[1]	Mi{Trojan-GAL4.0}Bulli[MI03821-TG4.0]
FBti0196206	FBti0196206	l(2)k05911	Mi{Trojan-GAL4.1}	1	-	77742 y[1] w[*]; Mi{Trojan-GAL4.1}l(2)k05911[MI04018-TG4.1]/SM6a	Mi{Trojan-GAL4.1}l(2)k05911[MI04018-TG4.1]
FBti0196207	FBti0196207	fwd	Mi{Trojan-GAL4.0}	1	-	77743 y[1] w[*]; Mi{Trojan-GAL4.0}fwd[MI04139-TG4.0]/TM3, Sb[1] Ser[1]	Mi{Trojan-GAL4.0}fwd[MI04139-TG4.0]
FBti0196208	FBti0196208	CG11970	Mi{Trojan-GAL4.0}	-1	-	77744 y[1] w[*]; Mi{Trojan-GAL4.0}CG11970[MI04199-TG4.0]/TM3, Sb[1] Ser[1]	Mi{Trojan-GAL4.0}CG11970[MI04199-TG4.0]
FBti0196209	FBti0196209	CG32486	Mi{Trojan-GAL4.0}	1	-	77745 y[1] w[*]; Mi{Trojan-GAL4.0}CG32486[MI04382-TG4.0]/TM3, Sb[1] Ser[1]	Mi{Trojan-GAL4.0}CG32486[MI04382-TG4.0]
FBti0196210	FBti0196210	bel	Mi{Trojan-GAL4.0}	-1	-	77746 y[1] w[*]; Mi{Trojan-GAL4.0}bel[MI04399-TG4.0]/TM3, Sb[1] Ser[1]	Mi{Trojan-GAL4.0}bel[MI04399-TG4.0]
FBti0196211	FBti0196211	CG33012	Mi{Trojan-GAL4.0}	-1	-	77747 y[1] w[*]; Mi{Trojan-GAL4.0}CG33012[MI04434-TG4.0]	Mi{Trojan-GAL4.0}CG33012[MI04434-TG4.0]
FBti0196212	FBti0196212	Trpm	Mi{Trojan-GAL4.2}	1	-	77748 y[1] w[*]; Mi{Trojan-GAL4.2}Trpm[MI04585-TG4.2]/SM6a	Mi{Trojan-GAL4.2}Trpm[MI04585-TG4.2]
FBti0196213	FBti0196213	prage	Mi{Trojan-GAL4.1}	1	-	77749 y[1] w[*] Mi{Trojan-GAL4.1}prage[MI04620-TG4.1]	Mi{Trojan-GAL4.1}prage[MI04620-TG4.1]
FBti0196214	FBti0196214	cno	Mi{Trojan-GAL4.0}	1	-	77750 y[1] w[*]; Mi{Trojan-GAL4.0}cno[MI04707-TG4.0]/TM3, Sb[1] Ser[1]	Mi{Trojan-GAL4.0}cno[MI04707-TG4.0]
FBti0196216	FBti0196216	CG1637	Mi{Trojan-GAL4.1}	1	-	77751 y[1] w[*] Mi{Trojan-GAL4.1}CG1637[MI04804-TG4.1]	Mi{Trojan-GAL4.1}CG1637[MI04804-TG4.1]
FBti0196218	FBti0196218	Dl	Mi{Trojan-GAL4.1}	1	-	77753 y[1] w[*]; Mi{Trojan-GAL4.1}Dl[MI04868-TG4.1]/TM3, Sb[1] Ser[1]	Mi{Trojan-GAL4.1}Dl[MI04868-TG4.1]
FBti0196220	FBti0196220	Chpf	Mi{Trojan-GAL4.0}	1	-	77755 y[1] w[*] Mi{Trojan-GAL4.0}Chpf[MI04955-TG4.0]	Mi{Trojan-GAL4.0}Chpf[MI04955-TG4.0]
FBti0196221	FBti0196221	CG2016	Mi{Trojan-GAL4.2}	-1	-	77844 y[*] w[*] P{UAS-2xEYFP}AX; Mi{Trojan-GAL4.2}CG2016[MI04995-TG4.2]/TM3, Sb[1]	Mi{Trojan-GAL4.2}CG2016[MI04995-TG4.2]
FBti0196223	FBti0196223	kdn	Mi{Trojan-GAL4.0}	-1	-	77757 y[1] w[*] Mi{Trojan-GAL4.0}kdn[MI05068-TG4.0]/FM7c	Mi{Trojan-GAL4.0}kdn[MI05068-TG4.0]
FBti0196224	FBti0196224	norpA	Mi{Trojan-GAL4.0}	-1	-	77758 y[1] w[*] Mi{Trojan-GAL4.0}norpA[MI05160-TG4.0]	Mi{Trojan-GAL4.0}norpA[MI05160-TG4.0]
FBti0196225	FBti0196225	kel	Mi{Trojan-GAL4.2}	1	-	77759 y[1] w[*]; Mi{Trojan-GAL4.2}kel[MI05229-TG4.2]/SM6a	Mi{Trojan-GAL4.2}kel[MI05229-TG4.2]
FBti0196226	FBti0196226	CG8170	Mi{Trojan-GAL4.2}	1	-	77760 y[1] w[*]; Mi{Trojan-GAL4.2}CG8170[MI05506-TG4.2]/SM6a	Mi{Trojan-GAL4.2}CG8170[MI05506-TG4.2]
FBti0196227	FBti0196227	Sema2a	Mi{Trojan-GAL4.0}	1	-	77761 y[1] w[*]; Mi{Trojan-GAL4.0}Sema2a[MI05602-TG4.0]/SM6a	Mi{Trojan-GAL4.0}Sema2a[MI05602-TG4.0]
FBti0196228	FBti0196228	dpr7	Mi{Trojan-GAL4.1}	1	-	78385 y[1] w[*]; Mi{Trojan-GAL4.1}dpr7[MI05719-TG4.1]/In(4)ci[D], ci[D] pan[ciD]	Mi{Trojan-GAL4.1}dpr7[MI05719-TG4.1]
FBti0196229	FBti0196229	CAH6	Mi{Trojan-GAL4.0}	-1	-	77762 y[1] w[*]; Mi{Trojan-GAL4.0}CAH6[MI05768-TG4.0]	Mi{Trojan-GAL4.0}CAH6[MI05768-TG4.0]
FBti0196230	FBti0196230	l(1)G0196	Mi{Trojan-GAL4.0}	1	-	77763 y[1] w[*] Mi{Trojan-GAL4.0}l(1)G0196[MI05770-TG4.0]	Mi{Trojan-GAL4.0}l(1)G0196[MI05770-TG4.0]
FBti0196231	FBti0196231	Hmu	Mi{Trojan-GAL4.2}	1	-	77764 y[1] w[*]; Mi{Trojan-GAL4.2}Hmu[MI05935-TG4.2]	Mi{Trojan-GAL4.2}Hmu[MI05935-TG4.2]
FBti0196232	FBti0196232	sgl	Mi{Trojan-GAL4.0}	1	-	77765 y[1] w[*]; Mi{Trojan-GAL4.0}sgl[MI05960-TG4.0]/TM3, Sb[1] Ser[1]	Mi{Trojan-GAL4.0}sgl[MI05960-TG4.0]
FBti0196233	FBti0196233	CG32687	Mi{Trojan-GAL4.2}	-1	-	77767 y[1] w[*] Mi{Trojan-GAL4.2}CG32687[MI06039-TG4.2]	Mi{Trojan-GAL4.2}CG32687[MI06039-TG4.2]
FBti0196234	FBti0196234	stx	Mi{Trojan-GAL4.2}	1	-	77769 y[1] w[*] Mi{Trojan-GAL4.2}stx[MI06071-TG4.2]	Mi{Trojan-GAL4.2}stx[MI06071-TG4.2]
FBti0196235	FBti0196235	kuz	Mi{Trojan-GAL4.1}	-1	-	-	Mi{Trojan-GAL4.1}kuz[MI06235-TG4.1]
FBti0196236	FBti0196236	Syt7	Mi{Trojan-GAL4.0}	-1	-	77770 y[1] w[*]; Mi{Trojan-GAL4.0}Syt7[MI06277-TG4.0]	Mi{Trojan-GAL4.0}Syt7[MI06277-TG4.0]
FBti0196239	FBti0196239	slgA	Mi{Trojan-GAL4.0}	-1	-	77773 y[1] w[*] Mi{Trojan-GAL4.0}slgA[MI06463-TG4.0]/FM7c	Mi{Trojan-GAL4.0}slgA[MI06463-TG4.0]
FBti0196240	FBti0196240	CG9297	Mi{Trojan-GAL4.1}	-1	-	77774 y[1] w[*]; Mi{Trojan-GAL4.1}CG9297[MI06776-TG4.1]/TM3, Sb[1] Ser[1]	Mi{Trojan-GAL4.1}CG9297[MI06776-TG4.1]
FBti0196241	FBti0196241	Lgr4	Mi{Trojan-GAL4.1}	1	-	77775 y[1] w[*] Mi{Trojan-GAL4.1}Lgr4[MI06794-TG4.1]	Mi{Trojan-GAL4.1}Lgr4[MI06794-TG4.1]
FBti0196242	FBti0196242	PGRP-LC	Mi{Trojan-GAL4.1}	1	-	77776 y[1] w[*]; Mi{Trojan-GAL4.1}PGRP-LC[MI06861-TG4.1]	Mi{Trojan-GAL4.1}PGRP-LC[MI06861-TG4.1]
FBti0196243	FBti0196243	GstT4	Mi{Trojan-GAL4.1}	-1	-	77777 y[1] w[*] Mi{Trojan-GAL4.1}GstT4[MI07169-TG4.1]	Mi{Trojan-GAL4.1}GstT4[MI07169-TG4.1]
FBti0196244	FBti0196244	Pde9	Mi{Trojan-GAL4.1}	1	-	77779 y[1] w[*] Mi{Trojan-GAL4.1}Pde9[MI07305-TG4.1]	Mi{Trojan-GAL4.1}Pde9[MI07305-TG4.1]
FBti0196245	FBti0196245	qua	Mi{Trojan-GAL4.0}	1	-	77780 y[1] w[*]; Mi{Trojan-GAL4.0}qua[MI07365-TG4.0]	Mi{Trojan-GAL4.0}qua[MI07365-TG4.0]
FBti0196246	FBti0196246	Ae2	Mi{Trojan-GAL4.0}	-1	-	77781 y[1] w[*]; Mi{Trojan-GAL4.0}Ae2[MI07482-TG4.0]/TM3, Sb[1] Ser[1]	Mi{Trojan-GAL4.0}Ae2[MI07482-TG4.0]
FBti0196247	FBti0196247	CG4301	Mi{Trojan-GAL4.2}	-1	-	77782 y[1] w[*] Mi{Trojan-GAL4.2}CG4301[MI07565-TG4.2]	Mi{Trojan-GAL4.2}CG4301[MI07565-TG4.2]
FBti0196248	FBti0196248	l(2)gl	Mi{Trojan-GAL4.0}	1	-	77783 y[1] w[*]; Mi{Trojan-GAL4.0}l(2)gl[MI07575-TG4.0]/SM6a	Mi{Trojan-GAL4.0}l(2)gl[MI07575-TG4.0]
FBti0196249	FBti0196249	btsz	Mi{Trojan-GAL4.1}	1	-	77784 y[1] w[*]; Mi{Trojan-GAL4.1}btsz[MI07695-TG4.1]/TM3, Sb[1] Ser[1]	Mi{Trojan-GAL4.1}btsz[MI07695-TG4.1]
FBti0196252	FBti0196252	Nedd4	Mi{Trojan-GAL4.0}	1	-	77786 y[1] w[*]; Mi{Trojan-GAL4.0}Nedd4[MI07766-TG4.0]/TM3, Sb[1] Ser[1]	Mi{Trojan-GAL4.0}Nedd4[MI07766-TG4.0]
FBti0196255	FBti0196255	Mnt	Mi{Trojan-GAL4.1}	-1	-	77789 y[1] w[*] Mi{Trojan-GAL4.1}Mnt[MI08078-TG4.1]	Mi{Trojan-GAL4.1}Mnt[MI08078-TG4.1]
FBti0196256	FBti0196256	shi	Mi{Trojan-GAL4.2}	-1	-	77790 y[1] w[*] Mi{Trojan-GAL4.2}shi[MI08316-TG4.2]/FM7c	Mi{Trojan-GAL4.2}shi[MI08316-TG4.2]
FBti0196257	FBti0196257	Fife	Mi{Trojan-GAL4.1}	1	-	77791 y[1] w[*]; Mi{Trojan-GAL4.1}Fife[MI08414-TG4.1]/TM3, Sb[1] Ser[1]	Mi{Trojan-GAL4.1}Fife[MI08414-TG4.1]
FBti0196258	FBti0196258	Scsalpha1	Mi{Trojan-GAL4.1}	1	-	77792 y[1] w[*]; Mi{Trojan-GAL4.1}Scsα1[MI08587-TG4.1]/TM6C, Sb[1]	Mi{Trojan-GAL4.1}Scsalpha1[MI08587-TG4.1]
FBti0196259	FBti0196259	CG12541	Mi{Trojan-GAL4.1}	1	-	77793 y[1] w[*] Mi{Trojan-GAL4.1}CG12541[MI08777-TG4.1]	Mi{Trojan-GAL4.1}CG12541[MI08777-TG4.1]
FBti0196261	FBti0196261	Bsg	Mi{Trojan-GAL4.1}	1	-	77795 y[1] w[*]; Mi{Trojan-GAL4.1}Bsg[MI09180-TG4.1]/SM6a	Mi{Trojan-GAL4.1}Bsg[MI09180-TG4.1]
