#SUBMITTED ID	FBID_KEY	AFFECTED_GENES	INSERTED_ELEMENT	LOCATION_STRAND	NAME	STOCKS	SYMBOL
FBti0156934	FBti0156934	CG13250 <newline> Rcd2	Mi{MIC}	-1	-	53811 y[1] w[*]; Mi{MIC}Rcd2[MI10104] CG13250[MI10104]	Mi{MIC}Rcd2[MI10104]
FBti0156953	FBti0156953	dtn	Mi{MIC}	1	-	53830 y[1] w[*] Mi{MIC}dtn[MI10185]	Mi{MIC}dtn[MI10185]
FBti0156960	FBti0156960	ND-15	Mi{MIC}	-1	-	53837 y[1] w[*]; Mi{MIC}ND-15[MI10315]	Mi{MIC}ND-15[MI10315]
FBti0156961	FBti0156961	lncRNA:CR44909	Mi{MIC}	-1	-	53838 y[1] w[*]; Mi{MIC}lncRNA:CR44909[MI10318]	Mi{MIC}lncRNA:CR44909[MI10318]
FBti0156962	FBti0156962	Sema5c	Mi{MIC}	1	-	53839 y[1] w[*]; Mi{MIC}Sema5c[MI10320]	Mi{MIC}Sema5c[MI10320]
FBti0156969	FBti0156969	Akt	Mi{MIC}	-1	-	53846 y[1] w[*]; Mi{MIC}Akt[MI10411]	Mi{MIC}Akt[MI10411]
FBti0156971	FBti0156971	Usp10 <newline> CG13907	Mi{MIC}	-1	-	53848 y[1] w[*]; Mi{MIC}CG13907[MI10422] Usp10[MI10422]	Mi{MIC}CG13907[MI10422]
FBti0156977	FBti0156977	bru3	Mi{MIC}	-1	-	53854 y[1] w[*]; Mi{MIC}bru3[MI10461]	Mi{MIC}bru3[MI10461]
FBti0156983	FBti0156983	Cyp304a1 <newline> grsm	Mi{MIC}	-1	-	53860 y[1] w[*]; Mi{MIC}Cyp304a1[MI10485] grsm[MI10485]	Mi{MIC}Cyp304a1[MI10485]
FBti0158826	FBti0158826	lncRNA:CR43424	Mi{MIC}	1	-	54487 y[1] w[*]; Mi{MIC}lncRNA:CR43424[MI07138]	Mi{MIC}lncRNA:CR43424[MI07138]
FBti0158835	FBti0158835	bond <newline> asRNA:CR44062	Mi{MIC}	-1	-	54496 y[1] w[*]; Mi{MIC}bond[MI09426] asRNA:CR44062[MI09426]	Mi{MIC}bond[MI09426]
FBti0158836	FBti0158836	Rgk3	Mi{MIC}	-1	-	54497 y[1] w[*]; Mi{MIC}Rgk3[MI09434]	Mi{MIC}Rgk3[MI09434]
FBti0158841	FBti0158841	luna <newline> CG43188	Mi{MIC}	-1	-	54502 y[1] w[*]; Mi{MIC}luna[MI09609] CG43188[MI09609]	Mi{MIC}luna[MI09609]
FBti0158849	FBti0158849	axed	Mi{MIC}	-1	-	54510 y[1] w[*]; Mi{MIC}axed[MI10175]	Mi{MIC}axed[MI10175]
FBti0158853	FBti0158853	CG14502 <newline> sbb	Mi{MIC}	1	-	54514 y[1] w[*]; Mi{MIC}sbb[MI10252] CG14502[MI10252]	Mi{MIC}sbb[MI10252]
FBti0158861	FBti0158861	CG32436 <newline> ebd2	Mi{MIC}	1	-	54522 y[1] w[*]; Mi{MIC}ebd2[MI10304] CG32436[MI10304]	Mi{MIC}ebd2[MI10304]
FBti0158864	FBti0158864	mim <newline> CheB42c	Mi{MIC}	1	-	54525 y[1] w[*]; Mi{MIC}CheB42c[MI10309] mim[MI10309]	Mi{MIC}CheB42c[MI10309]
FBti0158868	FBti0158868	CNMa	Mi{MIC}	-1	-	54529 y[1] w[*]; Mi{MIC}CNMa[MI10321]	Mi{MIC}CNMa[MI10321]
FBti0158873	FBti0158873	CG1146 <newline> Svil	Mi{MIC}	-1	-	54534 y[1] w[*]; Mi{MIC}CG1146[MI10340] Svil[MI10340]	Mi{MIC}CG1146[MI10340]
FBti0158886	FBti0158886	CG33090 <newline> CG15286	Mi{MIC}	-1	-	54547 y[1] w[*]; Mi{MIC}CG15286[MI10409] CG33090[MI10409]	Mi{MIC}CG15286[MI10409]
FBti0158893	FBti0158893	CG34193	Mi{MIC}	1	-	54554 y[1] w[*]; Mi{MIC}CG34193[MI10446]	Mi{MIC}CG34193[MI10446]
FBti0158897	FBti0158897	CG34193	Mi{MIC}	1	-	54558 y[1] w[*]; Mi{MIC}CG34193[MI10476]	Mi{MIC}CG34193[MI10476]
FBti0160256	FBti0160256	mtgo	Mi{MIC}	1	-	55422 y[1] w[*]; Mi{MIC}mtgo[MI05370]	Mi{MIC}mtgo[MI05370]
FBti0160257	FBti0160257	SLO2 <newline> CG43396	Mi{MIC}	-1	-	55423 y[1] w[*]; Mi{MIC}SLO2[MI05626] CG43396[MI05626]	Mi{MIC}SLO2[MI05626]
FBti0160273	FBti0160273	ChAT <newline> VAChT	Mi{MIC}	-1	-	55439 y[1] w[*]; Mi{MIC}ChAT[MI08244] VAChT[MI08244]	Mi{MIC}ChAT[MI08244]
FBti0160282	FBti0160282	DIP-gamma	Mi{MIC}	1	-	55448 y[1] w[*]; Mi{MIC}DIP-γ[MI09040]	Mi{MIC}DIP-gamma[MI09040]
FBti0160318	FBti0160318	eag	Mi{MIC}	1	-	55483 y[1] w[*] Mi{MIC}MI10429a Mi{MIC}MI10429b eag[MI10429]	Mi{MIC}MI10429b
FBti0160327	FBti0160327	lncRNA:CR44909	Mi{MIC}	-1	-	55492 y[1] w[*]; Mi{MIC}lncRNA:CR44909[MI10486]/SM6a	Mi{MIC}lncRNA:CR44909[MI10486]
FBti0160328	FBti0160328	neb <newline> fok	Mi{MIC}	1	-	55493 y[1] w[*]; Mi{MIC}fok[MI10499] neb[MI10499]/SM6a	Mi{MIC}fok[MI10499]
FBti0160331	FBti0160331	Fis1	Mi{MIC}	-1	-	55496 y[1] w[*]; Mi{MIC}Fis1[MI10520]	Mi{MIC}Fis1[MI10520]
FBti0160333	FBti0160333	tap	Mi{MIC}	1	-	55498 y[1] w[*]; Mi{MIC}tap[MI10541]	Mi{MIC}tap[MI10541]
FBti0160338	FBti0160338	Gyc32E	Mi{MIC}	-1	-	55503 y[1] w[*]; Mi{MIC}Gyc32E[MI10556]	Mi{MIC}Gyc32E[MI10556]
FBti0160356	FBti0160356	lectin-37Db <newline> Pax	Mi{MIC}	1	-	55521 y[1] w[*]; Mi{MIC}Pax[MI10636] lectin-37Db[MI10636]	Mi{MIC}Pax[MI10636]
FBti0160360	FBti0160360	ste24c <newline> CG30461	Mi{MIC}	1	-	55525 y[1] w[*]; Mi{MIC}ste24c[MI10661] CG30461[MI10661]	Mi{MIC}ste24c[MI10661]
FBti0160362	FBti0160362	lncRNA:CR44743	Mi{MIC}	-1	-	55527 y[1] w[*]; Mi{MIC}lncRNA:CR44743[MI10667]	Mi{MIC}lncRNA:CR44743[MI10667]
FBti0160377	FBti0160377	CG34109 <newline> CG44153	Mi{MIC}	-1	-	55542 y[1] w[*]; Mi{MIC}CG34109[MI10808] CG44153[MI10808]	Mi{MIC}CG34109[MI10808]
FBti0160379	FBti0160379	CG42637	Mi{MIC}	1	-	55544 y[1] w[*]; Mi{MIC}CG42637[MI10816]	Mi{MIC}CG42637[MI10816]
FBti0160390	FBti0160390	Sprn <newline> CG44837	Mi{MIC}	1	-	55555 y[1] w[*]; Mi{MIC}Sprn[MI10890] CG44837[MI10890]	Mi{MIC}Sprn[MI10890]
FBti0160397	FBti0160397	CG34357	Mi{MIC}	-1	-	55562 y[1] w[*]; Mi{MIC}CG34357[MI10947]	Mi{MIC}CG34357[MI10947]
FBti0160398	FBti0160398	dnt	Mi{MIC}	-1	-	55563 y[1] w[*]; Mi{MIC}dnt[MI10953]/SM6a	Mi{MIC}dnt[MI10953]
FBti0160404	FBti0160404	Egfr <newline> CG30287	Mi{MIC}	1	-	55569 y[1] w[*]; Mi{MIC}Egfr[MI11013] CG30287[MI11013]/SM6a	Mi{MIC}Egfr[MI11013]
FBti0160423	FBti0160423	mbl	Mi{MIC}	-1	-	55588 y[1] w[*]; Mi{MIC}mbl[MI11187]	Mi{MIC}mbl[MI11187]
FBti0160575	FBti0160575	CG10943	Mi{MIC}	1	-	56051 y[1] w[*]; Mi{MIC}CG10943[MI08278]	Mi{MIC}CG10943[MI08278]
FBti0160602	FBti0160602	CG9813 <newline> CG8870	Mi{MIC}	1	-	56078 y[1] w[*]; Mi{MIC}CG9813[MI10822]	Mi{MIC}CG9813[MI10822]
FBti0160605	FBti0160605	CG6733 <newline> Cow	Mi{MIC}	-1	-	56081 y[1] w[*]; Mi{MIC}Cow[MI10838] CG6733[MI10838]	Mi{MIC}Cow[MI10838]
FBti0160610	FBti0160610	PolH	Mi{MIC}	-1	-	56086 y[1] w[*]; Mi{MIC}PolH[MI10857]	Mi{MIC}PolH[MI10857]
FBti0160612	FBti0160612	lncRNA:CR44791	Mi{MIC}	1	-	56088 y[1] w[*]; Mi{MIC}lncRNA:CR44791[MI10874]	Mi{MIC}lncRNA:CR44791[MI10874]
FBti0160626	FBti0160626	CG10096 <newline> CG10097 <newline> Sol1	Mi{MIC}	-1	-	56102 y[1] w[*]; Mi{MIC}CG10096[MI10990] CG10097[MI10990] Sol1[MI10990]	Mi{MIC}CG10096[MI10990]
FBti0160629	FBti0160629	CG18537 <newline> sbb	Mi{MIC}	1	-	56105 y[1] w[*]; Mi{MIC}sbb[MI10998] CG18537[MI10998]/SM6a	Mi{MIC}sbb[MI10998]
FBti0160635	FBti0160635	SPARC	Mi{MIC}	-1	-	56111 y[1] w[*]; Mi{MIC}SPARC[MI11026]/TM3, Sb[1] Ser[1]	Mi{MIC}SPARC[MI11026]
FBti0160636	FBti0160636	lncRNA:CR44951	Mi{MIC}	-1	-	56112 y[1] w[*]; Mi{MIC}lncRNA:CR44951[MI11028]	Mi{MIC}lncRNA:CR44951[MI11028]
FBti0160654	FBti0160654	nito <newline> CG14763	Mi{MIC}	1	-	56130 y[1] w[*]; Mi{MIC}nito[MI11180] CG14763[MI11180]	Mi{MIC}nito[MI11180]
FBti0160660	FBti0160660	Tlk	Mi{MIC}	-1	-	56136 y[1] w[*] Mi{MIC}Tlk[MI11233]	Mi{MIC}Tlk[MI11233]
FBti0161952	FBti0161952	asRNA:CR45912	Mi{MIC}	-1	-	56665 y[1] w[*]; Mi{MIC}asRNA:CR45912[MI05828]/TM3, Sb[1] Ser[1]	Mi{MIC}asRNA:CR45912[MI05828]
FBti0161958	FBti0161958	RhoGAP93B <newline> lncRNA:CR44178	Mi{MIC}	1	-	56667 y[1] w[*]; Mi{MIC}RhoGAP93B[MI07554] lncRNA:CR44178[MI07554]	Mi{MIC}RhoGAP93B[MI07554]
FBti0161966	FBti0161966	lncRNA:CR43626	Mi{MIC}	1	-	56670 y[1] w[*]; Mi{MIC}lncRNA:CR43626[MI09419]	Mi{MIC}lncRNA:CR43626[MI09419]
FBti0161975	FBti0161975	ec	Mi{MIC}	-1	-	56217 y[1] w[*] Mi{MIC}ec[MI10561]	Mi{MIC}ec[MI10561]
FBti0161977	FBti0161977	CR43087	Mi{MIC}	1	-	56219 y[1] w[*]; Mi{MIC}CR43087[MI10579]	Mi{MIC}CR43087[MI10579]
FBti0161978	FBti0161978	lncRNA:CR44833	Mi{MIC}	1	-	56572 y[1] w[*] Mi{MIC}lncRNA:CR44833[MI10583]	Mi{MIC}lncRNA:CR44833[MI10583]
FBti0161979	FBti0161979	CG15465 <newline> rg	Mi{MIC}	-1	-	56220 y[1] w[*] Mi{MIC}rg[MI10615] CG15465[MI10615]	Mi{MIC}rg[MI10615]
FBti0161986	FBti0161986	CG14050 <newline> Raf	Mi{MIC}	-1	-	56224 y[1] Mi{MIC}Raf[MI10682] CG14050[MI10682] w[*]	Mi{MIC}Raf[MI10682]
FBti0161991	FBti0161991	Ptp99A <newline> CG2321	Mi{MIC}	-1	-	56573 y[1] w[*]; Mi{MIC}Ptp99A[MI10711] CG2321[MI10711]	Mi{MIC}Ptp99A[MI10711]
FBti0161995	FBti0161995	MetRS-m	Mi{MIC}	1	-	56405 y[1] w[*]; Mi{MIC}MetRS-m[MI10719]	Mi{MIC}MetRS-m[MI10719]
FBti0162023	FBti0162023	lncRNA:CR44754	Mi{MIC}	-1	-	56257 y[1] w[*] Mi{MIC}lncRNA:CR44754[MI10858]	Mi{MIC}lncRNA:CR44754[MI10858]
FBti0162028	FBti0162028	Peritrophin-15b <newline> asRNA:CR45343	Mi{MIC}	1	-	56263 y[1] w[*]; Mi{MIC}Peritrophin-15b[MI10926] asRNA:CR45343[MI10926]	Mi{MIC}Peritrophin-15b[MI10926]
FBti0162038	FBti0162038	Grik <newline> TotX	Mi{MIC}	1	-	56273 y[1] w[*]; Mi{MIC}TotX[MI10992] Grik[MI10992]/TM3, Sb[1] Ser[1]	Mi{MIC}TotX[MI10992]
FBti0162039	FBti0162039	pigs	Mi{MIC}	1	-	56274 y[1] w[*] Mi{MIC}pigs[MI11007]	Mi{MIC}pigs[MI11007]
FBti0162043	FBti0162043	CG3777	Mi{MIC}	1	-	56278 Mi{MIC}CG3777[MI11071] y[1] w[*]	Mi{MIC}CG3777[MI11071]
FBti0162045	FBti0162045	lncRNA:CR44717	Mi{MIC}	-1	-	56280 y[1] w[*]; Mi{MIC}lncRNA:CR44717[MI11084]	Mi{MIC}lncRNA:CR44717[MI11084]
FBti0162046	FBti0162046	asRNA:CR46029	Mi{MIC}	-1	-	56281 y[1] w[*]; Mi{MIC}asRNA:CR46029[MI11100]	Mi{MIC}asRNA:CR46029[MI11100]
FBti0162058	FBti0162058	CG15199 <newline> asRNA:CR44054	Mi{MIC}	-1	-	56292 y[1] w[*] Mi{MIC}CG15199[MI11136] asRNA:CR44054[MI11136]	Mi{MIC}CG15199[MI11136]
FBti0162059	FBti0162059	CG9896 <newline> twi	Mi{MIC}	-1	-	56293 y[1] w[*]; Mi{MIC}twi[MI11139] CG9896[MI11139]/SM6a	Mi{MIC}twi[MI11139]
FBti0162061	FBti0162061	lncRNA:CR44936	Mi{MIC}	1	-	56295 y[1] w[*]; Mi{MIC}lncRNA:CR44936[MI11144]	Mi{MIC}lncRNA:CR44936[MI11144]
FBti0162063	FBti0162063	CG4393	Mi{MIC}	-1	-	56297 y[1] w[*]; Mi{MIC}CG4393[MI11156]	Mi{MIC}CG4393[MI11156]
FBti0162068	FBti0162068	hpRNA:CR32207	Mi{MIC}	1	-	56408 y[1] w[*]; Mi{MIC}MI11248	Mi{MIC}MI11248
FBti0162091	FBti0162091	CG13557 <newline> CG43795	Mi{MIC}	-1	-	56303 y[1] w[*]; Mi{MIC}CG13557[MI11294] CG43795[MI11294]	Mi{MIC}CG13557[MI11294]
FBti0162103	FBti0162103	DIP-eta	Mi{MIC}	1	-	56306 y[1] w[*]; Mi{MIC}DIP-η[MI11325]	Mi{MIC}DIP-eta[MI11325]
FBti0162105	FBti0162105	lncRNA:Hsromega	Mi{MIC}	1	-	56592 y[1] w[*]; Mi{MIC}lncRNA:Hsrω[MI11330]	Mi{MIC}lncRNA:Hsromega[MI11330]
FBti0162108	FBti0162108	CG10803 <newline> lncRNA:CR44999	Mi{MIC}	-1	-	56595 y[1] w[*] Mi{MIC}CG10803[MI11338] lncRNA:CR44999[MI11338]	Mi{MIC}CG10803[MI11338]
FBti0162112	FBti0162112	Fs	Mi{MIC}	1	-	56310 y[1] w[*]; Mi{MIC}Fs[MI11350]	Mi{MIC}Fs[MI11350]
FBti0162117	FBti0162117	CG17930 <newline> Sulf1	Mi{MIC}	-1	-	56597 y[1] w[*]; Mi{MIC}Sulf1[MI11362] CG17930[MI11362]	Mi{MIC}Sulf1[MI11362]
FBti0162118	FBti0162118	lncRNA:CR44980	Mi{MIC}	1	-	56311 y[1] w[*]; Mi{MIC}lncRNA:CR44980[MI11366]/SM6a	Mi{MIC}lncRNA:CR44980[MI11366]
FBti0162126	FBti0162126	Timp <newline> Syn	Mi{MIC}	-1	-	56601 y[1] w[*]; Mi{MIC}Syn[MI11389] Timp[MI11389]/TM3, Sb[1] Ser[1]	Mi{MIC}Syn[MI11389]
FBti0162141	FBti0162141	lncRNA:CR44957	Mi{MIC}	1	-	56609 y[1] w[*] Mi{MIC}lncRNA:CR44957[MI11437]	Mi{MIC}lncRNA:CR44957[MI11437]
FBti0162148	FBti0162148	lncRNA:CR44997 <newline> lncRNA:CR44109	Mi{MIC}	1	-	56611 y[1] w[*] Mi{MIC}lncRNA:CR44109[MI11458]	Mi{MIC}lncRNA:CR44109[MI11458]
FBti0162166	FBti0162166	Neto	Mi{MIC}	1	-	56682 y[1] w[*] Mi{MIC}MI11497a Mi{MIC}MI11497b Neto[MI11497]	Mi{MIC}MI11497b
FBti0162171	FBti0162171	CG2955	Mi{MIC}	1	-	56328 y[1] w[*]; Mi{MIC}CG2955[MI11505]	Mi{MIC}CG2955[MI11505]
FBti0162177	FBti0162177	lncRNA:CR44190	Mi{MIC}	-1	-	56330 y[1] w[*]; Mi{MIC}lncRNA:CR44190[MI11525]	Mi{MIC}lncRNA:CR44190[MI11525]
FBti0162178	FBti0162178	CG42494 <newline> Girdin	Mi{MIC}	1	-	56432 y[1] w[*]; Mi{MIC}Girdin[MI11530] CG42494[MI11530]	Mi{MIC}Girdin[MI11530]
FBti0162194	FBti0162194	lncRNA:CR43337	Mi{MIC}	1	-	56339 y[1] w[*]; Mi{MIC}lncRNA:CR43337[MI11564]	Mi{MIC}lncRNA:CR43337[MI11564]
FBti0162197	FBti0162197	LeuRS-m	Mi{MIC}	1	-	56342 y[1] w[*]; Mi{MIC}LeuRS-m[MI11570]/TM3, Sb[1] Ser[1]	Mi{MIC}LeuRS-m[MI11570]
FBti0162200	FBti0162200	Dp1 <newline> imd	Mi{MIC}	-1	-	56344 y[1] w[*]; Mi{MIC}Dp1[MI11574] imd[MI11574]/SM6a	Mi{MIC}Dp1[MI11574]
FBti0162206	FBti0162206	Cyt-c-d	Mi{MIC}	1	-	56348 y[1] w[*]; Mi{MIC}Cyt-c-d[MI11583]	Mi{MIC}Cyt-c-d[MI11583]
FBti0162228	FBti0162228	Cp7Fb <newline> CG33223	Mi{MIC}	-1	-	56447 y[1] w[*] Mi{MIC}Cp7Fb[MI11656] CG33223[MI11656]	Mi{MIC}Cp7Fb[MI11656]
FBti0162230	FBti0162230	msi <newline> ymp	Mi{MIC}	-1	-	56448 y[1] w[*]; Mi{MIC}msi[MI11659] ymp[MI11659]	Mi{MIC}msi[MI11659]
FBti0162232	FBti0162232	lncRNA:CR44596	Mi{MIC}	-1	-	56361 y[1] w[*]; Mi{MIC}lncRNA:CR44596[MI11665]	Mi{MIC}lncRNA:CR44596[MI11665]
FBti0162249	FBti0162249	Ptpmeg2	Mi{MIC}	-1	-	56454 y[1] w[*] Mi{MIC}Ptpmeg2[MI11726]	Mi{MIC}Ptpmeg2[MI11726]
FBti0162251	FBti0162251	Dscam1 <newline> asRNA:CR45129	Mi{MIC}	1	-	56369 y[1] w[*]; Mi{MIC}Dscam1[MI11729] asRNA:CR45129[MI11729]	Mi{MIC}Dscam1[MI11729]
FBti0162270	FBti0162270	asRNA:CR45281	Mi{MIC}	1	-	56375 y[1] w[*]; Mi{MIC}asRNA:CR45281[MI11784]	Mi{MIC}asRNA:CR45281[MI11784]
FBti0162289	FBti0162289	nAChRalpha1	Mi{MIC}	1	-	56462 y[1] w[*]; Mi{MIC}nAChRα1[MI11851]	Mi{MIC}nAChRalpha1[MI11851]
FBti0162310	FBti0162310	CG42700	Mi{MIC}	1	-	56632 y[1] w[*]; Mi{MIC}MI11908a Mi{MIC}MI11908b CG42700[MI11908]	Mi{MIC}MI11908b
FBti0162313	FBti0162313	e(y)3	Mi{MIC}	-1	-	56847 y[1] w[*] Mi{MIC}e(y)3[MI11912]	Mi{MIC}e(y)3[MI11912]
FBti0162324	FBti0162324	RhoGEF64C <newline> CG12493	Mi{MIC}	1	-	56471 y[1] w[*]; Mi{MIC}RhoGEF64C[MI11943] CG12493[MI11943]	Mi{MIC}RhoGEF64C[MI11943]
FBti0162326	FBti0162326	mthl9 <newline> Ptpmeg	Mi{MIC}	1	-	56473 y[1] w[*]; Mi{MIC}Ptpmeg[MI11948] mthl9[MI11948]	Mi{MIC}Ptpmeg[MI11948]
FBti0162339	FBti0162339	CR46300	Mi{MIC}	1	-	56703 y[1] w[*]; Mi{MIC}CR46300[MI11988]	Mi{MIC}CR46300[MI11988]
FBti0162340	FBti0162340	twin <newline> CG17786	Mi{MIC}	-1	-	56644 y[1] w[*]; Mi{MIC}twin[MI11991] CG17786[MI11991]	Mi{MIC}twin[MI11991]
FBti0162344	FBti0162344	asRNA:CR43259	Mi{MIC}	-1	-	56645 y[1] w[*]; Mi{MIC}asRNA:CR43259[MI12001]	Mi{MIC}asRNA:CR43259[MI12001]
FBti0162345	FBti0162345	CG15465 <newline> rg	Mi{MIC}	-1	-	56707 y[1] w[*] Mi{MIC}rg[MI12005] CG15465[MI12005]	Mi{MIC}rg[MI12005]
FBti0162362	FBti0162362	Rad60	Mi{MIC}	-1	-	56716 y[1] w[*]; Mi{MIC}Rad60[MI12051]	Mi{MIC}Rad60[MI12051]
FBti0162378	FBti0162378	CG46301	Mi{MIC}	-1	-	56654 y[1] w[*]; Mi{MIC}CG46301[MI12094]	Mi{MIC}CG46301[MI12094]
FBti0162401	FBti0162401	CG14153 <newline> CG32066	Mi{MIC}	-1	-	56659 y[1] w[*]; Mi{MIC}CG14153[MI12170] CG32066[MI12170]	Mi{MIC}CG14153[MI12170]
FBti0162408	FBti0162408	Ugt303B3	Mi{MIC}	-1	-	56737 y[1] w[*]; Mi{MIC}Ugt303B3[MI12228]	Mi{MIC}Ugt303B3[MI12228]
FBti0162463	FBti0162463	CG32373 <newline> CG13685	Mi{MIC}	1	-	57879 y[1] w[*]; Mi{MIC}CG13685[MI08570] CG32373[MI08570]	Mi{MIC}CG13685[MI08570]
FBti0162485	FBti0162485	Nepl17 <newline> CG33203	Mi{MIC}	-1	-	57900 y[1] w[*]; Mi{MIC}Nepl17[MI12240] CG33203[MI12240]	Mi{MIC}Nepl17[MI12240]
FBti0162493	FBti0162493	CG42324	Mi{MIC}	1	-	57907 y[1] w[*]; Mi{MIC}MI12258a Mi{MIC}MI12258b CG42324[MI12258]	Mi{MIC}MI12258b
FBti0162507	FBti0162507	lncRNA:CR44608	Mi{MIC}	-1	-	57921 y[1] w[*]; Mi{MIC}lncRNA:CR44608[MI12315]	Mi{MIC}lncRNA:CR44608[MI12315]
FBti0162508	FBti0162508	CG3704 <newline> CG32815	Mi{MIC}	-1	-	57922 y[1] Mi{MIC}CG32815[MI12316] CG3704[MI12316] w[*]	Mi{MIC}CG32815[MI12316]
FBti0162529	FBti0162529	lncRNA:CR34046	Mi{MIC}	-1	-	57943 y[1] w[*]; Mi{MIC}lncRNA:CR34046[MI12439]	Mi{MIC}lncRNA:CR34046[MI12439]
FBti0162538	FBti0162538	Act87E <newline> lncRNA:CR45591	Mi{MIC}	1	-	57952 y[1] w[*]; Mi{MIC}Act87E[MI12507] lncRNA:CR45591[MI12507]	Mi{MIC}Act87E[MI12507]
FBti0162547	FBti0162547	JMJD7 <newline> cmb	Mi{MIC}	-1	-	57961 y[1] w[*]; Mi{MIC}JMJD7[MI12557] cmb[MI12557]	Mi{MIC}JMJD7[MI12557]
FBti0162549	FBti0162549	CG32373 <newline> Ank2	Mi{MIC}	1	-	57963 y[1] w[*]; Mi{MIC}Ank2[MI12604] CG32373[MI12604]	Mi{MIC}Ank2[MI12604]
FBti0162552	FBti0162552	CG2291	Mi{MIC}	-1	-	57966 y[1] w[*]; Mi{MIC}MI12627	Mi{MIC}MI12627
FBti0162556	FBti0162556	CenG1A <newline> CG7916	Mi{MIC}	-1	-	57970 y[1] w[*]; Mi{MIC}CenG1A[MI12684] CG7916[MI12684]	Mi{MIC}CenG1A[MI12684]
FBti0162585	FBti0162585	PAPLA1 <newline> CG43394	Mi{MIC}	1	-	57998 y[1] w[*]; Mi{MIC}CG43394[MI12866] PAPLA1[MI12866]/SM6a	Mi{MIC}CG43394[MI12866]
FBti0162590	FBti0162590	CG33144 <newline> lncRNA:CR44301	Mi{MIC}	-1	-	58003 y[1] w[*]; Mi{MIC}CG33144[MI12907] lncRNA:CR44301[MI12907]/SM6a	Mi{MIC}CG33144[MI12907]
FBti0162608	FBti0162608	CG4822 <newline> ND-15	Mi{MIC}	1	-	58020 y[1] w[*]; Mi{MIC}ND-15[MI13074] CG4822[MI13074]	Mi{MIC}ND-15[MI13074]
FBti0162614	FBti0162614	CG12912 <newline> Hr3	Mi{MIC}	1	-	58026 y[1] w[*]; Mi{MIC}Hr3[MI13143] CG12912[MI13143]	Mi{MIC}Hr3[MI13143]
FBti0162615	FBti0162615	lncRNA:CR43771	Mi{MIC}	1	-	58027 y[1] w[*]; Mi{MIC}lncRNA:CR43771[MI13161]	Mi{MIC}lncRNA:CR43771[MI13161]
FBti0162623	FBti0162623	Eglp4 <newline> Eglp2	Mi{MIC}	1	-	58035 y[1] w[*]; Mi{MIC}Eglp2[MI13225] Eglp4[MI13225]	Mi{MIC}Eglp2[MI13225]
FBti0162625	FBti0162625	ppk31 <newline> CG34293	Mi{MIC}	-1	-	58037 y[1] w[*]; Mi{MIC}ppk31[MI13242] CG34293[MI13242]	Mi{MIC}ppk31[MI13242]
FBti0162636	FBti0162636	CG17230 <newline> sals	Mi{MIC}	-1	-	58048 y[1] w[*]; Mi{MIC}sals[MI13304] CG17230[MI13304]/TM3, Sb[1] Ser[1]	Mi{MIC}sals[MI13304]
FBti0162639	FBti0162639	CG7768 <newline> nuf	Mi{MIC}	1	-	58051 y[1] w[*]; Mi{MIC}nuf[MI13308] CG7768[MI13308]	Mi{MIC}nuf[MI13308]
FBti0162640	FBti0162640	CG18540 <newline> sbb	Mi{MIC}	1	-	58052 y[1] w[*]; Mi{MIC}sbb[MI13309] CG18540[MI13309]	Mi{MIC}sbb[MI13309]
FBti0163575	FBti0163575	lncRNA:CR46218	Mi{MIC}	-1	-	58505 y[1] w[*]; Mi{MIC}lncRNA:CR46218[MI04838]	Mi{MIC}lncRNA:CR46218[MI04838]
FBti0163589	FBti0163589	CG11638 <newline> su(w[a])	Mi{MIC}	1	-	58519 y[1] Mi{MIC}su(w[a])[MI12450] CG11638[MI12450] w[*]	Mi{MIC}su(w[a])[MI12450]
FBti0163590	FBti0163590	lncRNA:CR44627	Mi{MIC}	1	-	58520 y[1] w[*]; Mi{MIC}lncRNA:CR44627[MI12452]	Mi{MIC}lncRNA:CR44627[MI12452]
FBti0163594	FBti0163594	CG3777 <newline> CG32816	Mi{MIC}	1	-	58568 Mi{MIC}CG32816[MI12480] CG3777[MI12480] y[1] w[*]	Mi{MIC}CG32816[MI12480]
FBti0163595	FBti0163595	arg <newline> elav	Mi{MIC}	1	-	58524 y[1] Mi{MIC}arg[MI12481] elav[MI12481] w[*]	Mi{MIC}arg[MI12481]
FBti0163596	FBti0163596	Cpr62Ba	Mi{MIC}	-1	-	58525 y[1] w[*]; Mi{MIC}Cpr62Ba[MI12486]	Mi{MIC}Cpr62Ba[MI12486]
FBti0163602	FBti0163602	Nmdar2 <newline> inc	Mi{MIC}	1	-	58569 y[1] Mi{MIC}Nmdar2[MI12536] inc[MI12536] w[*]	Mi{MIC}Nmdar2[MI12536]
FBti0163607	FBti0163607	Syp <newline> CG31195	Mi{MIC}	1	-	58535 y[1] w[*]; Mi{MIC}Syp[MI12577] CG31195[MI12577]/TM3, Sb[1] Ser[1]	Mi{MIC}Syp[MI12577]
FBti0163633	FBti0163633	CG17162 <newline> CG17159 <newline> asRNA:CR43480	Mi{MIC}	-1	-	58576 y[1] w[*] Mi{MIC}CG17159[MI12966] CG17162[MI12966] asRNA:CR43480[MI12966]	Mi{MIC}CG17159[MI12966]
FBti0163634	FBti0163634	lncRNA:CR44654	Mi{MIC}	1	-	58555 y[1] w[*] Mi{MIC}lncRNA:CR44654[MI12979]	Mi{MIC}lncRNA:CR44654[MI12979]
