#SUBMITTED ID	FBID_KEY	AFFECTED_GENES	INSERTED_ELEMENT	LOCATION_STRAND	NAME	STOCKS	SYMBOL
FBti0211119	FBti0211119	Ankle2	TI{CRIMIC.GT14}	-	-	-	TI{CRIMIC.GT14}Ankle2[CRIMIC]
FBti0199458	FBti0199458	DAT	TI{CRIMIC.GT14}	-1	-	78865 y[1] w[*]; TI{CRIMIC.GT14}DAT[CR00012]	TI{CRIMIC.GT14}DAT[CR00012]
FBti0199459	FBti0199459	CycA	TI{CRIMIC.GT14}	-1	-	78866 y[1] w[*]; TI{CRIMIC.GT14}CycA[CR00017]/TM3, Sb[1] Ser[1]	TI{CRIMIC.GT14}CycA[CR00017]
FBti0199460	FBti0199460	ATPCL	TI{CRIMIC.GT14}	-1	-	78867 y[1] w[*]; TI{CRIMIC.GT14}ATPCL[CR00023]	TI{CRIMIC.GT14}ATPCL[CR00023]
FBti0199461	FBti0199461	L2HGDH	TI{CRIMIC.GT14}	-1	-	78868 y[1] w[*]; TI{CRIMIC.GT14}L2HGDH[CR00042]	TI{CRIMIC.GT14}L2HGDH[CR00042]
FBti0199462	FBti0199462	Dhc64C	TI{CRIMIC.GT14}	-1	-	78869 y[1] w[*]; TI{CRIMIC.GT14}Dhc64C[CR00045]/TM3, Sb[1] Ser[1]	TI{CRIMIC.GT14}Dhc64C[CR00045]
FBti0199463	FBti0199463	Sar1	TI{CRIMIC.GT14}	1	-	78870 y[1] w[*]; TI{CRIMIC.GT14}Sar1[CR00049]/TM3, Sb[1] Ser[1]	TI{CRIMIC.GT14}Sar1[CR00049]
FBti0199464	FBti0199464	CG7335 <newline> gig	TI{CRIMIC.GT14}	1	-	78871 y[1] w[*]; TI{CRIMIC.GT14}gig[CR00050] CG7335[CR00050]/TM3, Sb[1] Ser[1]	TI{CRIMIC.GT14}gig[CR00050]
FBti0199465	FBti0199465	CG15111	TI{CRIMIC.GT14}	1	-	78872 y[1] w[*]; TI{CRIMIC.GT14}CG15111[CR00060]	TI{CRIMIC.GT14}CG15111[CR00060]
FBti0199466	FBti0199466	Pfk	TI{CRIMIC.GT14}	1	-	78873 y[1] w[*]; TI{CRIMIC.GT14}Pfk[CR00064]	TI{CRIMIC.GT14}Pfk[CR00064]
FBti0199467	FBti0199467	Sec23	TI{CRIMIC.GT36}	1	-	78874 y[1] w[*]; TI{CRIMIC.GT36}Sec23[CR00083]/TM3, Sb[1] Ser[1]	TI{CRIMIC.GT36}Sec23[CR00083]
FBti0199468	FBti0199468	CG3270	TI{CRIMIC.GT36}	1	-	78875 y[1] w[*]; TI{CRIMIC.GT36}CG3270[CR00090]	TI{CRIMIC.GT36}CG3270[CR00090]
FBti0199469	FBti0199469	Ak2 <newline> asRNA:CR45350	TI{CRIMIC.GT36}	1	-	78876 y[1] w[*]; TI{CRIMIC.GT36}Ak2[CR00131] asRNA:CR45350[CR00131]	TI{CRIMIC.GT36}Ak2[CR00131]
FBti0199470	FBti0199470	AkhR	TI{CRIMIC.GT36}	-1	-	78877 y[1] w[*]; TI{CRIMIC.GT36}AkhR[CR00132]/SM6a	TI{CRIMIC.GT36}AkhR[CR00132]
FBti0199471	FBti0199471	CG30344	TI{CRIMIC.GT36}	1	-	78878 y[1] w[*]; TI{CRIMIC.GT36}CG30344[CR00158]	TI{CRIMIC.GT36}CG30344[CR00158]
FBti0199472	FBti0199472	Aldh <newline> Shawl	TI{CRIMIC.GT36}	1	-	78879 y[1] w[*]; TI{CRIMIC.GT36}Aldh[CR00184] Shawl[CR00184]	TI{CRIMIC.GT36}Aldh[CR00184]
FBti0199473	FBti0199473	Ass	TI{CRIMIC.GT36}	-1	-	78880 y[1] w[*]; TI{CRIMIC.GT36}Ass[CR00189]/TM3, Sb[1] Ser[1]	TI{CRIMIC.GT36}Ass[CR00189]
FBti0199474	FBti0199474	mEFTs	TI{CRIMIC.GT36}	-1	-	78881 y[1] w[*]; TI{CRIMIC.GT36}mEFTs[CR00195]	TI{CRIMIC.GT36}mEFTs[CR00195]
FBti0199475	FBti0199475	GluRIA	TI{CRIMIC.GT36}	1	-	78882 y[1] w[*]; TI{CRIMIC.GT36}GluRIA[CR00251]	TI{CRIMIC.GT36}GluRIA[CR00251]
FBti0199476	FBti0199476	lbk	TI{CRIMIC.GT14}	1	-	78883 y[1] w[*]; TI{CRIMIC.GT14}lbk[CR00253]/SM6a	TI{CRIMIC.GT14}lbk[CR00253]
FBti0199477	FBti0199477	CG8079 <newline> Hex-C	TI{CRIMIC.GT14}	1	-	78884 y[1] w[*]; TI{CRIMIC.GT14}CG8079[CR00260] Hex-C[CR00260]	TI{CRIMIC.GT14}CG8079[CR00260]
FBti0199478	FBti0199478	asRNA:CR45501 <newline> parvin	TI{CRIMIC.GT14}	1	-	78885 y[1] w[*] TI{CRIMIC.GT14}parvin[CR00265] asRNA:CR45501[CR00265]/FM7a, P{Tb[1]}FM7-A	TI{CRIMIC.GT14}parvin[CR00265]
FBti0199479	FBti0199479	Coq7 <newline> shf	TI{CRIMIC.GT14}	-1	-	78886 y[1] w[*] TI{CRIMIC.GT14}shf[CR00268] Coq7[CR00268]/FM7a, P{Tb[1]}FM7-A	TI{CRIMIC.GT14}shf[CR00268]
FBti0199480	FBti0199480	Atg8a	TI{CRIMIC.GT14}	-1	-	78996 w[*] TI{CRIMIC.GT14}Atg8a[CR99904]; P{nos-Cas9.R}attP2	TI{CRIMIC.GT14}Atg8a[CR99904]
FBti0199481	FBti0199481	CalpA	TI{CRIMIC.GT14}	1	-	78997 y[1] w[*]; TI{CRIMIC.GT14}CalpA[CR99905]	TI{CRIMIC.GT14}CalpA[CR99905]
FBti0199482	FBti0199482	Got1	TI{CRIMIC.GT14}	1	-	78998 y[1] w[*]; TI{CRIMIC.GT14}Got1[CR99909]	TI{CRIMIC.GT14}Got1[CR99909]
FBti0199483	FBti0199483	Vps35	TI{CRIMIC.GT14}	1	-	78999 y[1] w[*]; TI{CRIMIC.GT14}Vps35[CR99918]	TI{CRIMIC.GT14}Vps35[CR99918]
FBti0199697	FBti0199697	Flacc	TI{CRIMIC.GT14}	-1	-	79227 y[1] w[*] TI{CRIMIC.GT14}Flacc[CR00031]/FM7h	TI{CRIMIC.GT14}Flacc[CR00031]
FBti0199698	FBti0199698	CG1358	TI{CRIMIC.GT36}	-1	-	79228 y[1] w[*]; TI{CRIMIC.GT36}CG1358[CR00122]	TI{CRIMIC.GT36}CG1358[CR00122]
FBti0199699	FBti0199699	CG2852	TI{CRIMIC.GT36}	-1	-	-	TI{CRIMIC.GT36}CG2852[CR00197]
FBti0200709	FBti0200709	CG13887	TI{CRIMIC.GT14}	1	-	81130 y[1] w[*]; TI{CRIMIC.GT14}CG13887[CR00002]/TM6C, Sb[1] Tb[1]	TI{CRIMIC.GT14}CG13887[CR00002]
FBti0200710	FBti0200710	Eph	TI{CRIMIC.GT14}	1	-	-	TI{CRIMIC.GT14}Eph[CR00011]
FBti0200712	FBti0200712	Got2	TI{CRIMIC.GT14}	-1	-	81131 y[1] w[*]; TI{CRIMIC.GT14}Got2[CR00018]	TI{CRIMIC.GT14}Got2[CR00018]
FBti0200713	FBti0200713	KrT95D	TI{CRIMIC.GT14}	-1	-	-	TI{CRIMIC.GT14}KrT95D[CR00019]
FBti0200714	FBti0200714	Cdk1	TI{CRIMIC.GT14}	-1	-	81133 y[1] w[*]; TI{CRIMIC.GT14}Cdk1[CR00021]	TI{CRIMIC.GT14}Cdk1[CR00021]
FBti0200715	FBti0200715	LamC <newline> ttv	TI{CRIMIC.GT14}	-1	-	-	TI{CRIMIC.GT14}LamC[CR00024]
FBti0200716	FBti0200716	CG1640	TI{CRIMIC.GT14}	1	-	81134 y[1] w[*] TI{CRIMIC.GT14}CG1640[CR00025]	TI{CRIMIC.GT14}CG1640[CR00025]
FBti0200717	FBti0200717	rictor	TI{CRIMIC.GT14}	-1	-	-	TI{CRIMIC.GT14}rictor[CR00026]
FBti0200718	FBti0200718	Idh3a	TI{CRIMIC.GT14}	-1	-	-	TI{CRIMIC.GT14}Idh3a[CR00027]
FBti0200719	FBti0200719	Abcd1	TI{CRIMIC.GT14}	-1	-	-	TI{CRIMIC.GT14}Abcd1[CR00028]
FBti0200720	FBti0200720	Gnpat	TI{CRIMIC.GT14}	-1	-	81135 y[1] w[*]; TI{CRIMIC.GT14}Gnpat[CR00030]	TI{CRIMIC.GT14}Gnpat[CR00030]
FBti0200722	FBti0200722	Itpr	TI{CRIMIC.GT14}	1	-	81137 y[1] w[*]; TI{CRIMIC.GT14}Itpr[CR00036]	TI{CRIMIC.GT14}Itpr[CR00036]
FBti0200723	FBti0200723	Dsor1	TI{CRIMIC.GT14}	1	-	-	TI{CRIMIC.GT14}Dsor1[CR00037]
FBti0200724	FBti0200724	Atg5 <newline> CG1677 <newline> lncRNA:CR44357	TI{CRIMIC.GT14}	-1	-	81138 y[1] w[*] TI{CRIMIC.GT14}Atg5[CR00038] CG1677[CR00038] lncRNA:CR44357[CR00038]/FM7a, P{Tb[1]}FM7-A	TI{CRIMIC.GT14}Atg5[CR00038]
FBti0200725	FBti0200725	Acsl <newline> UQCR-11L	TI{CRIMIC.GT14}	1	-	81139 y[1] w[*]; TI{CRIMIC.GT14}Acsl[CR00040] UQCR-11L[CR00040]/SM6a	TI{CRIMIC.GT14}Acsl[CR00040]
FBti0200726	FBti0200726	Uba1	TI{CRIMIC.GT14}	-1	-	-	TI{CRIMIC.GT14}Uba1[CR00044]
FBti0200727	FBti0200727	CG6903	TI{CRIMIC.GT14}	1	-	81140 y[1] w[*] TI{CRIMIC.GT14}CG6903[CR00046]	TI{CRIMIC.GT14}CG6903[CR00046]
FBti0200728	FBti0200728	Nep3	TI{CRIMIC.GT14}	1	-	-	TI{CRIMIC.GT14}Nep3[CR00048]
FBti0200729	FBti0200729	pyd3	TI{CRIMIC.GT36}	-1	-	81141 y[1] w[*]; TI{CRIMIC.GT36}pyd3[CR00071]	TI{CRIMIC.GT36}pyd3[CR00071]
FBti0200730	FBti0200730	Shmt <newline> asRNA:CR44108	TI{CRIMIC.GT36}	-1	-	81142 y[1] w[*] TI{CRIMIC.GT36}Shmt[CR00108] asRNA:CR44108[CR00108]/FM7a, P{Tb[1]}FM7-A	TI{CRIMIC.GT36}Shmt[CR00108]
FBti0200731	FBti0200731	Acer	TI{CRIMIC.GT36}	1	-	81143 y[1] w[*]; TI{CRIMIC.GT36}Acer[CR00111]	TI{CRIMIC.GT36}Acer[CR00111]
FBti0200732	FBti0200732	koi	TI{CRIMIC.GT36}	1	-	-	TI{CRIMIC.GT36}koi[CR00112]
FBti0200733	FBti0200733	sws	TI{CRIMIC.GT36}	-1	-	-	TI{CRIMIC.GT36}sws[CR00118]
FBti0200734	FBti0200734	spas	TI{CRIMIC.GT36}	1	-	-	TI{CRIMIC.GT36}spas[CR00123]
FBti0200735	FBti0200735	csw	TI{CRIMIC.GT36}	1	-	-	TI{CRIMIC.GT36}csw[CR00128]
FBti0200736	FBti0200736	Etl1	TI{CRIMIC.GT36}	-1	-	-	TI{CRIMIC.GT36}Etl1[CR00134]
FBti0200737	FBti0200737	Nop17l	TI{CRIMIC.GT36}	-1	-	81144 y[1] w[*]; TI{CRIMIC.GT36}Nop17l[CR00139]	TI{CRIMIC.GT36}Nop17l[CR00139]
FBti0200738	FBti0200738	Gmap	TI{CRIMIC.GT36}	1	-	-	TI{CRIMIC.GT36}Gmap[CR00143]
FBti0200739	FBti0200739	MFS14	TI{CRIMIC.GT36}	-1	-	-	TI{CRIMIC.GT36}MFS14[CR00173]
FBti0200740	FBti0200740	Actn	TI{CRIMIC.GT36}	-1	-	-	TI{CRIMIC.GT36}Actn[CR00183]
FBti0200741	FBti0200741	CG1673	TI{CRIMIC.GT36}	1	-	-	TI{CRIMIC.GT36}CG1673[CR00192]
FBti0200742	FBti0200742	bsf	TI{CRIMIC.GT36}	-1	-	-	TI{CRIMIC.GT36}bsf[CR00196]
FBti0200743	FBti0200743	Top1	TI{CRIMIC.GT36}	1	-	-	TI{CRIMIC.GT36}Top1[CR00212]
FBti0200744	FBti0200744	nonA	TI{CRIMIC.GT14}	1	-	81145 y[1] w[*] TI{CRIMIC.GT14}nonA[CR00249]/FM7h	TI{CRIMIC.GT14}nonA[CR00249]
FBti0200745	FBti0200745	wg	TI{CRIMIC.GT14}	1	-	-	TI{CRIMIC.GT14}wg[CR00250]
FBti0200746	FBti0200746	CG12766	TI{CRIMIC.GT36}	-1	-	-	TI{CRIMIC.GT36}CG12766[CR00252]
FBti0200747	FBti0200747	CG1544	TI{CRIMIC.GT36}	1	-	-	TI{CRIMIC.GT36}CG1544[CR00254]
FBti0200748	FBti0200748	N	TI{CRIMIC.GT14}	1	-	-	TI{CRIMIC.GT14}N[CR00256]
FBti0200749	FBti0200749	CG5958	TI{CRIMIC.GT14}	-1	-	81146 y[1] w[*]; TI{CRIMIC.GT14}CG5958[CR00258]/SM6a	TI{CRIMIC.GT14}CG5958[CR00258]
FBti0200750	FBti0200750	whd	TI{CRIMIC.GT14}	-1	-	81147 y[1] w[*]; TI{CRIMIC.GT14}whd[CR00261]/SM6a	TI{CRIMIC.GT14}whd[CR00261]
FBti0200751	FBti0200751	mAcon1	TI{CRIMIC.GT14}	1	-	-	TI{CRIMIC.GT14}mAcon1[CR00267]
FBti0200753	FBti0200753	Mps1	TI{CRIMIC.GT14}	1	-	81217 y[1] w[*]; TI{CRIMIC.GT14}Mps1[CR99903]/TM3, Sb[1] Ser[1]	TI{CRIMIC.GT14}Mps1[CR99903]
FBti0200754	FBti0200754	Cdk4	TI{CRIMIC.GT14}	1	-	81218 y[1] w[*]; TI{CRIMIC.GT14}Cdk4[CR99906]/SM6a	TI{CRIMIC.GT14}Cdk4[CR99906]
FBti0200755	FBti0200755	CG8888	TI{CRIMIC.GT14}	-1	-	-	TI{CRIMIC.GT14}CG8888[CR99907]
FBti0200756	FBti0200756	jp	TI{CRIMIC.GT14}	-1	-	-	TI{CRIMIC.GT14}jp[CR99910]
FBti0200757	FBti0200757	Lamp1	TI{CRIMIC.GT14}	1	-	-	TI{CRIMIC.GT14}Lamp1[CR99911]
FBti0200711	FBti0200711	Liprin-alpha	TI{CRIMIC.GT14}	1	-	-	TI{CRIMIC.GT14}Liprin-alpha[CR00014]
FBti0200721	FBti0200721	Hsc70-5	TI{CRIMIC.GT14}	-1	-	81136 y[1] w[*]; TI{CRIMIC.GT14}Hsc70-5[CR00033]/SM6a	TI{CRIMIC.GT14}Hsc70-5[CR00033]
FBti0200758	FBti0200758	CG1677 <newline> lncRNA:CR44357 <newline> unc-119	TI{CRIMIC.GT14}	-1	-	-	TI{CRIMIC.GT14}unc-119[CR99921]
FBti0200759	FBti0200759	mRpL15	TI{CRIMIC.GT14}	-1	-	-	TI{CRIMIC.GT14}mRpL15[CR00029-X]
FBti0200760	FBti0200760	Syn1	TI{CRIMIC.GT36}	-1	-	-	TI{CRIMIC.GT36}Syn1[CR00257-X]
FBti0200752	FBti0200752	14-3-3zeta	TI{CRIMIC.GT14}	1	-	-	TI{CRIMIC.GT14}14-3-3zeta[CR99902]
FBti0201292	FBti0201292	ari-1	TI{CRIMIC.GT15}	-	-	-	TI{CRIMIC.GT15}ari-1[T-GT15]
FBti0199348	FBti0199348	Etl1	TI{CRIMIC.TG4.0}	-1	-	78887 y[1] w[*]; TI{CRIMIC.TG4.0}Etl1[CR00305-TG4.0]	TI{CRIMIC.TG4.0}Etl1[CR00305-TG4.0]
FBti0199349	FBti0199349	CG15923	TI{CRIMIC.TG4.0}	-1	-	78888 y[1] w[*]; TI{CRIMIC.TG4.0}CG15923[CR00312-TG4.0]	TI{CRIMIC.TG4.0}CG15923[CR00312-TG4.0]
FBti0199350	FBti0199350	Marf	TI{CRIMIC.TG4.0}	1	-	78889 y[1] w[*] TI{CRIMIC.TG4.0}Marf[CR00323-TG4.0]/FM7h	TI{CRIMIC.TG4.0}Marf[CR00323-TG4.0]
FBti0199352	FBti0199352	csw	TI{CRIMIC.TG4.0}	1	-	78891 y[1] TI{CRIMIC.TG4.0}csw[CR00334-TG4.0] w[*]/FM7h	TI{CRIMIC.TG4.0}csw[CR00334-TG4.0]
FBti0199353	FBti0199353	CG9394 <newline> ktub	TI{CRIMIC.TG4.0}	1	-	78892 y[1] w[*]; TI{CRIMIC.TG4.0}ktub[CR00338-TG4.0] CG9394[CR00338-TG4.0-X]/SM6a	TI{CRIMIC.TG4.0}ktub[CR00338-TG4.0]
FBti0199354	FBti0199354	RnrS	TI{CRIMIC.TG4.0}	-1	-	78893 y[1] w[*]; TI{CRIMIC.TG4.0}RnrS[CR00339-TG4.0]/SM6a	TI{CRIMIC.TG4.0}RnrS[CR00339-TG4.0]
FBti0199355	FBti0199355	Surf4	TI{CRIMIC.TG4.0}	-1	-	-	TI{CRIMIC.TG4.0}Surf4[CR00341-TG4.0]
FBti0199356	FBti0199356	Lgr3	TI{CRIMIC.TG4.2}	1	-	78895 y[1] w[*]; TI{CRIMIC.TG4.2}Lgr3[CR00347-TG4.2]	TI{CRIMIC.TG4.2}Lgr3[CR00347-TG4.2]
FBti0199357	FBti0199357	CG16758	TI{CRIMIC.TG4.2}	-1	-	78896 y[1] w[*]; TI{CRIMIC.TG4.2}CG16758[CR00351-TG4.2]/TM3, Sb[1] Ser[1]	TI{CRIMIC.TG4.2}CG16758[CR00351-TG4.2]
FBti0199358	FBti0199358	sax	TI{CRIMIC.TG4.2}	1	-	78897 y[1] w[*]; TI{CRIMIC.TG4.2}sax[CR00354-TG4.2]/SM6a	TI{CRIMIC.TG4.2}sax[CR00354-TG4.2]
FBti0199359	FBti0199359	CG2852	TI{CRIMIC.TG4.2}	-1	-	78898 y[1] w[*]; TI{CRIMIC.TG4.2}CG2852[CR00359-TG4.2]	TI{CRIMIC.TG4.2}CG2852[CR00359-TG4.2]
FBti0199360	FBti0199360	Bx	TI{CRIMIC.TG4.2}	1	-	78899 y[1] w[*] TI{CRIMIC.TG4.2}Bx[CR00363-TG4.2]/FM7h	TI{CRIMIC.TG4.2}Bx[CR00363-TG4.2]
FBti0199361	FBti0199361	stan	TI{CRIMIC.TG4.2}	1	-	78900 y[1] w[*]; TI{CRIMIC.TG4.2}stan[CR00368-TG4.2]	TI{CRIMIC.TG4.2}stan[CR00368-TG4.2]
FBti0199362	FBti0199362	sv	TI{CRIMIC.TG4.2}	1	-	78901 y[1] w[*]; TI{CRIMIC.TG4.2}sv[CR00370-TG4.2]	TI{CRIMIC.TG4.2}sv[CR00370-TG4.2]
FBti0199363	FBti0199363	CG4911	TI{CRIMIC.TG4.2}	-1	-	78902 y[1] w[*]; TI{CRIMIC.TG4.2}CG4911[CR00380-TG4.2]	TI{CRIMIC.TG4.2}CG4911[CR00380-TG4.2]
FBti0199365	FBti0199365	Taldo	TI{CRIMIC.TG4.1}	1	-	78904 y[1] w[*]; TI{CRIMIC.TG4.1}Taldo[CR00404-TG4.1]	TI{CRIMIC.TG4.1}Taldo[CR00404-TG4.1]
FBti0199366	FBti0199366	prom	TI{CRIMIC.TG4.1}	-1	-	78905 y[1] w[*]; TI{CRIMIC.TG4.1}prom[CR00413-TG4.1]	TI{CRIMIC.TG4.1}prom[CR00413-TG4.1]
FBti0199367	FBti0199367	lz	TI{CRIMIC.TG4.1}	1	-	78906 y[1] w[*] TI{CRIMIC.TG4.1}lz[CR00419-TG4.1]	TI{CRIMIC.TG4.1}lz[CR00419-TG4.1]
FBti0199368	FBti0199368	CG32751	TI{CRIMIC.TG4.1}	-1	-	78907 y[1] w[*] TI{CRIMIC.TG4.1}CG32751[CR00421-TG4.1]	TI{CRIMIC.TG4.1}CG32751[CR00421-TG4.1]
FBti0199369	FBti0199369	kraken	TI{CRIMIC.TG4.1}	1	-	78908 y[1] w[*]; TI{CRIMIC.TG4.1}kraken[CR00424-TG4.1]	TI{CRIMIC.TG4.1}kraken[CR00424-TG4.1]
FBti0199370	FBti0199370	CG1544	TI{CRIMIC.TG4.1}	1	-	78909 y[1] w[*]; TI{CRIMIC.TG4.1}CG1544[CR00428-TG4.1]	TI{CRIMIC.TG4.1}CG1544[CR00428-TG4.1]
FBti0199371	FBti0199371	N	TI{CRIMIC.TG4.1}	1	-	78910 y[1] w[*] TI{CRIMIC.TG4.1}N[CR00429-TG4.1]/FM7h	TI{CRIMIC.TG4.1}N[CR00429-TG4.1]
FBti0199372	FBti0199372	CG30020	TI{CRIMIC.TG4.1}	1	-	78911 y[1] w[*]; TI{CRIMIC.TG4.1}CG30020[CR00432-TG4.1]/SM6a	TI{CRIMIC.TG4.1}CG30020[CR00432-TG4.1]
FBti0199373	FBti0199373	CG1358	TI{CRIMIC.TG4.1}	-1	-	78912 y[1] w[*]; TI{CRIMIC.TG4.1}CG1358[CR00439-TG4.1]/SM6a	TI{CRIMIC.TG4.1}CG1358[CR00439-TG4.1]
FBti0199374	FBti0199374	Alg3 <newline> CG5504	TI{CRIMIC.TG4.1}	-1	-	78913 y[1] w[*]; TI{CRIMIC.TG4.1}Alg3[CR00440-TG4.1] CG5504[CR00440-TG4.1-X]/SM6a	TI{CRIMIC.TG4.1}Alg3[CR00440-TG4.1]
FBti0199375	FBti0199375	Dsor1	TI{CRIMIC.TG4.2}	1	-	78914 y[1] w[*] TI{CRIMIC.TG4.2}Dsor1[CR00446-TG4.2]/FM7h	TI{CRIMIC.TG4.2}Dsor1[CR00446-TG4.2]
FBti0199376	FBti0199376	sr	TI{CRIMIC.TG4.1}	1	-	-	TI{CRIMIC.TG4.1}sr[CR00452-TG4.1]
FBti0199377	FBti0199377	CG14414	TI{CRIMIC.TG4.0}	1	-	78916 y[1] w[*] TI{CRIMIC.TG4.0}CG14414[CR00458-TG4.0]	TI{CRIMIC.TG4.0}CG14414[CR00458-TG4.0]
FBti0199378	FBti0199378	Dap160	TI{CRIMIC.TG4.0}	-1	-	78917 y[1] w[*]; TI{CRIMIC.TG4.0}Dap160[CR00465-TG4.0]/SM6a	TI{CRIMIC.TG4.0}Dap160[CR00465-TG4.0]
FBti0199380	FBti0199380	mon2	TI{CRIMIC.TG4.0}	-1	-	78919 y[1] w[*]; TI{CRIMIC.TG4.0}mon2[CR00468-TG4.0]/SM6a	TI{CRIMIC.TG4.0}mon2[CR00468-TG4.0]
FBti0199381	FBti0199381	Mul1	TI{CRIMIC.TG4.0}	1	-	78920 y[1] w[*]; TI{CRIMIC.TG4.0}Mul1[CR00470-TG4.0]	TI{CRIMIC.TG4.0}Mul1[CR00470-TG4.0]
FBti0199382	FBti0199382	Atac3	TI{CRIMIC.TG4.0}	-1	-	78921 y[1] w[*]; TI{CRIMIC.TG4.0}Atac3[CR00471-TG4.0]/TM3, Sb[1] Ser[1]	TI{CRIMIC.TG4.0}Atac3[CR00471-TG4.0]
FBti0199383	FBti0199383	Kul	TI{CRIMIC.TG4.1}	1	-	78922 y[1] w[*]; TI{CRIMIC.TG4.1}Kul[CR00477-TG4.1]	TI{CRIMIC.TG4.1}Kul[CR00477-TG4.1]
FBti0199384	FBti0199384	Hinfp	TI{CRIMIC.TG4.1}	1	-	78923 y[1] TI{CRIMIC.TG4.1}Hinfp[CR00481-TG4.1] w[*]	TI{CRIMIC.TG4.1}Hinfp[CR00481-TG4.1]
FBti0199385	FBti0199385	CG3328	TI{CRIMIC.TG4.1}	1	-	78924 y[1] w[*]; TI{CRIMIC.TG4.1}CG3328[CR00487-TG4.1]/SM6a	TI{CRIMIC.TG4.1}CG3328[CR00487-TG4.1]
FBti0199386	FBti0199386	robo1	TI{CRIMIC.TG4.1}	-1	-	80923 y[1] w[*]; TI{CRIMIC.TG4.1}robo1[CR00489-TG4.1]/SM6a	TI{CRIMIC.TG4.1}robo1[CR00489-TG4.1]
FBti0199387	FBti0199387	Topors	TI{CRIMIC.TG4.1}	1	-	78925 y[1] w[*]; TI{CRIMIC.TG4.1}Topors[CR00491-TG4.1]	TI{CRIMIC.TG4.1}Topors[CR00491-TG4.1]
FBti0199388	FBti0199388	Utx	TI{CRIMIC.TG4.1}	-1	-	78926 y[1] w[*]; TI{CRIMIC.TG4.1}Utx[CR00492-TG4.1]/SM6a	TI{CRIMIC.TG4.1}Utx[CR00492-TG4.1]
FBti0199389	FBti0199389	Hlc <newline> snoRNA:MeU6-A47	TI{CRIMIC.TG4.2}	-1	-	78927 y[1] w[*] TI{CRIMIC.TG4.2}Hlc[CR00496-TG4.2] snoRNA:MeU6-A47[CR00496-TG4.2-X]/FM7h	TI{CRIMIC.TG4.2}Hlc[CR00496-TG4.2]
FBti0199390	FBti0199390	Uba5	TI{CRIMIC.TG4.2}	1	-	78928 y[1] w[*] TI{CRIMIC.TG4.2}Uba5[CR00497-TG4.2]/FM7h	TI{CRIMIC.TG4.2}Uba5[CR00497-TG4.2]
FBti0199391	FBti0199391	mRpS30	TI{CRIMIC.TG4.2}	1	-	78929 y[1] w[*] TI{CRIMIC.TG4.2}mRpS30[CR00499-TG4.2]/FM7h	TI{CRIMIC.TG4.2}mRpS30[CR00499-TG4.2]
FBti0199392	FBti0199392	bur <newline> scaRNA:PsiU2-38.40.42	TI{CRIMIC.TG4.2}	-1	-	78930 y[1] w[*]; TI{CRIMIC.TG4.2}bur[CR00500-TG4.2] scaRNA:ΨU2-38.40.42[CR00500-TG4.2-X]	TI{CRIMIC.TG4.2}bur[CR00500-TG4.2]
FBti0199393	FBti0199393	chp	TI{CRIMIC.TG4.2}	-1	-	78931 y[1] w[*]; TI{CRIMIC.TG4.2}chp[CR00502-TG4.2]/TM3, Sb[1] Ser[1]	TI{CRIMIC.TG4.2}chp[CR00502-TG4.2]
FBti0199394	FBti0199394	Eaat2	TI{CRIMIC.TG4.2}	-1	-	78932 y[1] w[*]; TI{CRIMIC.TG4.2}Eaat2[CR00503-TG4.2]	TI{CRIMIC.TG4.2}Eaat2[CR00503-TG4.2]
FBti0199395	FBti0199395	CG8080	TI{CRIMIC.TG4.2}	-1	-	78933 y[1] w[*]; TI{CRIMIC.TG4.2}CG8080[CR00504-TG4.2]/SM6a	TI{CRIMIC.TG4.2}CG8080[CR00504-TG4.2]
FBti0199396	FBti0199396	Rbf	TI{CRIMIC.TG4.2}	-1	-	78934 y[1] TI{CRIMIC.TG4.2}Rbf[CR00505-TG4.2] w[*]/FM7h	TI{CRIMIC.TG4.2}Rbf[CR00505-TG4.2]
FBti0199397	FBti0199397	betaCOP	TI{CRIMIC.TG4.2}	-1	-	78935 y[1] w[*] TI{CRIMIC.TG4.2}βCOP[CR00506-TG4.2]/FM7h	TI{CRIMIC.TG4.2}betaCOP[CR00506-TG4.2]
FBti0199398	FBti0199398	CG42749	TI{CRIMIC.TG4.2}	1	-	78936 y[1] w[*] TI{CRIMIC.TG4.2}CG42749[CR00512-TG4.2]/FM7h	TI{CRIMIC.TG4.2}CG42749[CR00512-TG4.2]
FBti0199399	FBti0199399	Npc1a	TI{CRIMIC.TG4.0}	-1	-	78937 y[1] w[*]; TI{CRIMIC.TG4.0}Npc1a[CR00521-TG4.0]/SM6a	TI{CRIMIC.TG4.0}Npc1a[CR00521-TG4.0]
FBti0199401	FBti0199401	CG6012	TI{CRIMIC.TG4.1}	-1	-	78939 y[1] w[*]; TI{CRIMIC.TG4.1}CG6012[CR00526-TG4.1]	TI{CRIMIC.TG4.1}CG6012[CR00526-TG4.1]
FBti0199403	FBti0199403	CG3078	TI{CRIMIC.TG4.0}	-1	-	78941 y[1] TI{CRIMIC.TG4.0}CG3078[CR00530-TG4.0] w[*]	TI{CRIMIC.TG4.0}CG3078[CR00530-TG4.0]
