#SUBMITTED ID	FBID_KEY	AFFECTED_GENES	INSERTED_ELEMENT	LOCATION_STRAND	NAME	STOCKS	SYMBOL
FBti0219173	FBti0219173	Paics	TI{CRIMIC.TG4.2}	-1	-	93944 y[1] w[*] TI{CRIMIC.TG4.2}Paics[CR60100-TG4.2]	TI{CRIMIC.TG4.2}Paics[CR60100-TG4.2]
FBti0219174	FBti0219174	CG11249	TI{CRIMIC.TG4.1}	1	-	93945 w[*]; TI{CRIMIC.TG4.1}CG11249[CR60101-TG4.1]	TI{CRIMIC.TG4.1}CG11249[CR60101-TG4.1]
FBti0219175	FBti0219175	CG14086	TI{CRIMIC.TG4.1}	1	-	93946 w[*]; TI{CRIMIC.TG4.1}CG14086[CR60102-TG4.1]/TM3, Sb[1] Ser[1]	TI{CRIMIC.TG4.1}CG14086[CR60102-TG4.1]
FBti0219176	FBti0219176	tty	TI{CRIMIC.TG4.0}	-1	-	93947 w[*] TI{CRIMIC.TG4.0}tty[CR60103-TG4.0]/FM7c	TI{CRIMIC.TG4.0}tty[CR60103-TG4.0]
FBti0219177	FBti0219177	Pitslre	TI{CRIMIC.TG4.2}	1	-	93948 w[*]; TI{CRIMIC.TG4.2}Pitslre[CR60104-TG4.2]/TM3, Sb[1] Ser[1]	TI{CRIMIC.TG4.2}Pitslre[CR60104-TG4.2]
FBti0219178	FBti0219178	drl	TI{CRIMIC.TG4.1}	1	-	93949 w[*]; TI{CRIMIC.TG4.1}drl[CR60105-TG4.1]/CyO	TI{CRIMIC.TG4.1}drl[CR60105-TG4.1]
FBti0219179	FBti0219179	Rab1	TI{CRIMIC.TG4.2}	-1	-	93950 w[*]; TI{CRIMIC.TG4.2}Rab1[CR60106-TG4.2]/TM3, Sb[1] Ser[1]	TI{CRIMIC.TG4.2}Rab1[CR60106-TG4.2]
FBti0219180	FBti0219180	Ipp	TI{CRIMIC.TG4.1}	1	-	93951 w[*]; TI{CRIMIC.TG4.1}Ipp[CR60108-TG4.1]/TM3, Sb[1] Ser[1]	TI{CRIMIC.TG4.1}Ipp[CR60108-TG4.1]
FBti0219182	FBti0219182	Rab11	TI{CRIMIC.TG4.1}	1	-	93953 w[*]; TI{CRIMIC.TG4.1}Rab11[CR60112-TG4.1]/TM3, Sb[1] Ser[1]	TI{CRIMIC.TG4.1}Rab11[CR60112-TG4.1]
FBti0219183	FBti0219183	CG6996	TI{CRIMIC.TG4.1}	1	-	93954 w[*]; TI{CRIMIC.TG4.1}CG6996[CR60114-TG4.1]	TI{CRIMIC.TG4.1}CG6996[CR60114-TG4.1]
FBti0219184	FBti0219184	CG7365	TI{CRIMIC.TG4.0}	-1	-	93955 w[*]; TI{CRIMIC.TG4.0}CG7365[CR60115-TG4.0]	TI{CRIMIC.TG4.0}CG7365[CR60115-TG4.0]
FBti0219185	FBti0219185	CG18547	TI{CRIMIC.TG4.2}	-1	-	93956 w[*]; TI{CRIMIC.TG4.2}CG18547[CR60116-TG4.2]	TI{CRIMIC.TG4.2}CG18547[CR60116-TG4.2]
FBti0219186	FBti0219186	CG10005	TI{CRIMIC.TG4.1}	-1	-	93957 w[*]; TI{CRIMIC.TG4.1}CG10005[CR60117-TG4.1]/TM3, Sb[1] Ser[1]	TI{CRIMIC.TG4.1}CG10005[CR60117-TG4.1]
FBti0219188	FBti0219188	CG17065	TI{CRIMIC.TG4.1}	-1	-	93959 w[*] TI{CRIMIC.TG4.1}CG17065[CR60133-TG4.1]	TI{CRIMIC.TG4.1}CG17065[CR60133-TG4.1]
FBti0219189	FBti0219189	CARPA	TI{CRIMIC.TG4.1}	1	-	93960 w[*] TI{CRIMIC.TG4.1}CARPA[CR60219-TG4.1]/FM7c	TI{CRIMIC.TG4.1}CARPA[CR60219-TG4.1]
FBti0219190	FBti0219190	Or7a	TI{CRIMIC.TG4.0}	-1	-	93961 w[*] TI{CRIMIC.TG4.0}Or7a[CR60221-TG4.0]	TI{CRIMIC.TG4.0}Or7a[CR60221-TG4.0]
FBti0219191	FBti0219191	CG4341	TI{CRIMIC.TG4.2}	1	-	93962 w[*]; TI{CRIMIC.TG4.2}CG4341[CR60240-TG4.2]	TI{CRIMIC.TG4.2}CG4341[CR60240-TG4.2]
FBti0219192	FBti0219192	CG30116	TI{CRIMIC.TG4.2}	-1	-	93963 w[*]; TI{CRIMIC.TG4.2}CG30116[CR60241-TG4.2]/CyO	TI{CRIMIC.TG4.2}CG30116[CR60241-TG4.2]
FBti0219193	FBti0219193	blot	TI{CRIMIC.TG4.0}	-1	-	93964 w[*]; TI{CRIMIC.TG4.0}blot[CR60242-TG4.0]/TM3, Sb[1] Ser[1]	TI{CRIMIC.TG4.0}blot[CR60242-TG4.0]
FBti0219195	FBti0219195	fax	TI{CRIMIC.TG4.0}	-1	-	93966 w[*]; TI{CRIMIC.TG4.0}fax[CR60246-TG4.0]	TI{CRIMIC.TG4.0}fax[CR60246-TG4.0]
FBti0219196	FBti0219196	CG11309	TI{CRIMIC.TG4.0}	-1	-	93967 w[*]; TI{CRIMIC.TG4.0}CG11309[CR60248-TG4.0]/TM3, Sb[1] Ser[1]	TI{CRIMIC.TG4.0}CG11309[CR60248-TG4.0]
FBti0219197	FBti0219197	Cpr76Bd	TI{CRIMIC.TG4.0}	1	-	93968 w[*]; TI{CRIMIC.TG4.0}Cpr76Bd[CR60249-TG4.0]/TM3, Sb[1] Ser[1]	TI{CRIMIC.TG4.0}Cpr76Bd[CR60249-TG4.0]
FBti0219198	FBti0219198	CG7518	TI{CRIMIC.TG4.0}	1	-	93969 w[*]; TI{CRIMIC.TG4.0}CG7518[CR60252-TG4.0]/TM3, Sb[1] Ser[1]	TI{CRIMIC.TG4.0}CG7518[CR60252-TG4.0]
FBti0219200	FBti0219200	CG14395	TI{CRIMIC.TG4.2}	1	-	93971 w[*]; TI{CRIMIC.TG4.2}CG14395[CR60255-TG4.2]/TM3, Sb[1] Ser[1]	TI{CRIMIC.TG4.2}CG14395[CR60255-TG4.2]
FBti0219201	FBti0219201	CCT1	TI{CRIMIC.TG4.1}	-1	-	93972 w[*]; TI{CRIMIC.TG4.1}CCT1[CR60256-TG4.1]/TM3, Sb[1] Ser[1]	TI{CRIMIC.TG4.1}CCT1[CR60256-TG4.1]
FBti0219202	FBti0219202	Amt	TI{CRIMIC.TG4.2}	-1	-	93973 w[*]; TI{CRIMIC.TG4.2}Amt[CR60258-TG4.2]/TM3, Sb[1] Ser[1]	TI{CRIMIC.TG4.2}Amt[CR60258-TG4.2]
FBti0219203	FBti0219203	crm	TI{CRIMIC.TG4.1}	-1	-	93974 y[1] TI{CRIMIC.TG4.1}crm[CR60259-TG4.1] w[*]/FM7c	TI{CRIMIC.TG4.1}crm[CR60259-TG4.1]
FBti0219205	FBti0219205	apn	TI{CRIMIC.TG4.1}	-1	-	93976 w[*]; TI{CRIMIC.TG4.1}apn[CR60262-TG4.1]	TI{CRIMIC.TG4.1}apn[CR60262-TG4.1]
FBti0219206	FBti0219206	CG8483	TI{CRIMIC.TG4.1}	-1	-	93977 w[*]; TI{CRIMIC.TG4.1}CG8483[CR60263-TG4.1]	TI{CRIMIC.TG4.1}CG8483[CR60263-TG4.1]
FBti0219207	FBti0219207	CG2519	TI{CRIMIC.TG4.2}	-1	-	93978 w[*]; TI{CRIMIC.TG4.2}CG2519[CR60265-TG4.2]/TM3, Sb[1] Ser[1]	TI{CRIMIC.TG4.2}CG2519[CR60265-TG4.2]
FBti0219208	FBti0219208	CG11999	TI{CRIMIC.TG4.1}	-1	-	93979 w[*]; TI{CRIMIC.TG4.1}CG11999[CR60266-TG4.1]/TM3, Sb[1] Ser[1]	TI{CRIMIC.TG4.1}CG11999[CR60266-TG4.1]
FBti0219209	FBti0219209	Osi1	TI{CRIMIC.TG4.1}	1	-	93980 w[*]; TI{CRIMIC.TG4.1}Osi1[CR60267-TG4.1]/TM3, Sb[1] Ser[1]	TI{CRIMIC.TG4.1}Osi1[CR60267-TG4.1]
FBti0219211	FBti0219211	CG12951	TI{CRIMIC.TG4.0}	-1	-	93982 w[*]; TI{CRIMIC.TG4.0}CG12951[CR60273-TG4.0]/TM3, Sb[1] Ser[1]	TI{CRIMIC.TG4.0}CG12951[CR60273-TG4.0]
FBti0219212	FBti0219212	CG8379	TI{CRIMIC.TG4.2}	1	-	93983 w[*]; TI{CRIMIC.TG4.2}CG8379[CR60274-TG4.2]/TM3, Sb[1] Ser[1]	TI{CRIMIC.TG4.2}CG8379[CR60274-TG4.2]
FBti0219213	FBti0219213	Hr83	TI{CRIMIC.TG4.1}	1	-	93984 w[*]; TI{CRIMIC.TG4.1}Hr83[CR60275-TG4.1]/TM3, Sb[1] Ser[1]	TI{CRIMIC.TG4.1}Hr83[CR60275-TG4.1]
FBti0219214	FBti0219214	dome	TI{CRIMIC.TG4.2}	-1	-	93985 y[1] w[*] TI{CRIMIC.TG4.2}dome[CR60277-TG4.2]/FM7c	TI{CRIMIC.TG4.2}dome[CR60277-TG4.2]
FBti0219215	FBti0219215	CG2616	TI{CRIMIC.TG4.2}	1	-	93986 w[*]; TI{CRIMIC.TG4.2}CG2616[CR60280-TG4.2]	TI{CRIMIC.TG4.2}CG2616[CR60280-TG4.2]
FBti0219216	FBti0219216	Ir84a	TI{CRIMIC.TG4.2}	1	-	93987 w[*]; TI{CRIMIC.TG4.2}Ir84a[CR60281-TG4.2]	TI{CRIMIC.TG4.2}Ir84a[CR60281-TG4.2]
FBti0219217	FBti0219217	CG4822 <newline> ND-15	TI{CRIMIC.TG4.1}	-1	-	93988 w[*]; TI{CRIMIC.TG4.1}CG4822[CR60286-TG4.1] ND-15[CR60286-TG4.1-X]/CyO	TI{CRIMIC.TG4.1}CG4822[CR60286-TG4.1]
FBti0219218	FBti0219218	CG12607	TI{CRIMIC.TG4.0}	1	-	93989 w[*]; TI{CRIMIC.TG4.0}CG12607[CR60290-TG4.0]/TM3, Sb[1] Ser[1]	TI{CRIMIC.TG4.0}CG12607[CR60290-TG4.0]
FBti0219219	FBti0219219	GATAd	TI{CRIMIC.TG4.0}	1	-	93990 w[*]; TI{CRIMIC.TG4.0}GATAd[CR60294-TG4.0]/CyO	TI{CRIMIC.TG4.0}GATAd[CR60294-TG4.0]
FBti0219220	FBti0219220	DopEcR	TI{CRIMIC.TG4.1}	-1	-	93991 w[*]; TI{CRIMIC.TG4.1}DopEcR[CR60295-TG4.1]/TM3, Sb[1] Ser[1]	TI{CRIMIC.TG4.1}DopEcR[CR60295-TG4.1]
FBti0219221	FBti0219221	IntS2	TI{CRIMIC.TG4.0}	-1	-	-	TI{CRIMIC.TG4.0}IntS2[CR60301-TG4.0]
FBti0219222	FBti0219222	CG1503 <newline> stg1	TI{CRIMIC.TG4.2}	-1	-	93992 y[1] w[*] TI{CRIMIC.TG4.2}CG1503[CR60303-TG4.2] stg1[CR60303-TG4.2-X]	TI{CRIMIC.TG4.2}CG1503[CR60303-TG4.2]
FBti0219223	FBti0219223	CG7556	TI{CRIMIC.TG4.2}	-1	-	93993 y[1] w[*] TI{CRIMIC.TG4.2}CG7556[CR60304-TG4.2]/FM7c	TI{CRIMIC.TG4.2}CG7556[CR60304-TG4.2]
FBti0219224	FBti0219224	Inx5	TI{CRIMIC.TG4.0}	-1	-	93994 y[1] w[*] TI{CRIMIC.TG4.0}Inx5[CR60305-TG4.0]/FM7c	TI{CRIMIC.TG4.0}Inx5[CR60305-TG4.0]
FBti0219225	FBti0219225	CG14232	TI{CRIMIC.TG4.0}	-1	-	93995 w[*] TI{CRIMIC.TG4.0}CG14232[CR60306-TG4.0]/FM7c	TI{CRIMIC.TG4.0}CG14232[CR60306-TG4.0]
FBti0219226	FBti0219226	CG8051	TI{CRIMIC.TG4.1}	-1	-	93996 w[*] TI{CRIMIC.TG4.1}CG8051[CR60308-TG4.1]/FM7c	TI{CRIMIC.TG4.1}CG8051[CR60308-TG4.1]
FBti0199351	FBti0199351	gsb-n	TI{CRIMIC.TG4.0}	-1	-	78890 y[1] w[*]; TI{CRIMIC.TG4.0}gsb-n[CR00329-TG4.0]	TI{CRIMIC.TG4.0}gsb-n[CR00329-TG4.0]
FBti0199364	FBti0199364	CG1677 <newline> lncRNA:CR44357 <newline> unc-119	TI{CRIMIC.TG4.1}	-1	-	78903 y[1] w[*] TI{CRIMIC.TG4.1}unc-119[CR00395-TG4.1] CG1677[CR00395-TG4.1-X] lncRNA:CR44357[CR00395-TG4.1-X]	TI{CRIMIC.TG4.1}unc-119[CR00395-TG4.1]
FBti0199379	FBti0199379	Eps-15	TI{CRIMIC.TG4.0}	-1	-	78918 y[1] w[*]; TI{CRIMIC.TG4.0}Eps-15[CR00466-TG4.0]/SM6a	TI{CRIMIC.TG4.0}Eps-15[CR00466-TG4.0]
FBti0199400	FBti0199400	vanin-like	TI{CRIMIC.TG4.1}	-1	-	78938 y[1] w[*] TI{CRIMIC.TG4.1}vanin-like[CR00524-TG4.1]/FM7h	TI{CRIMIC.TG4.1}vanin-like[CR00524-TG4.1]
FBti0199402	FBti0199402	Trxr-1	TI{CRIMIC.TG4.1}	1	-	78940 y[1] w[*] TI{CRIMIC.TG4.1}Trxr-1[CR00527-TG4.1]	TI{CRIMIC.TG4.1}Trxr-1[CR00527-TG4.1]
FBti0199431	FBti0199431	CCHa2-R	TI{CRIMIC.TG4.2}	1	-	78969 y[1] w[*]; TI{CRIMIC.TG4.2}CCHa2-R[CR00624-TG4.2]	TI{CRIMIC.TG4.2}CCHa2-R[CR00624-TG4.2]
FBti0199437	FBti0199437	alpha-Catr	TI{CRIMIC.TG4.0}	1	-	78975 y[1] w[*]; TI{CRIMIC.TG4.0}α-Catr[CR00660-TG4.0]/SM6a	TI{CRIMIC.TG4.0}alpha-Catr[CR00660-TG4.0]
FBti0199572	FBti0199572	Hs3st-A	TI{CRIMIC.TG4.2}	1	-	79246 y[1] w[*]; TI{CRIMIC.TG4.2}Hs3st-A[CR00375-TG4.2]	TI{CRIMIC.TG4.2}Hs3st-A[CR00375-TG4.2]
FBti0199576	FBti0199576	ClC-c	TI{CRIMIC.TG4.1}	1	-	79250 y[1] w[*]; TI{CRIMIC.TG4.1}ClC-c[CR00390-TG4.1]/TM6C, Sb[1] Tb[1]	TI{CRIMIC.TG4.1}ClC-c[CR00390-TG4.1]
FBti0199604	FBti0199604	Vha68-1	TI{CRIMIC.TG4.1}	-1	-	79277 y[1] w[*]; TI{CRIMIC.TG4.1}Vha68-1[CR00562-TG4.1]/SM6a	TI{CRIMIC.TG4.1}Vha68-1[CR00562-TG4.1]
FBti0199612	FBti0199612	Fem-1	TI{CRIMIC.TG4.0}	-1	-	79285 y[1] w[*]; TI{CRIMIC.TG4.0}Fem-1[CR00718-TG4.0]/SM6a	TI{CRIMIC.TG4.0}Fem-1[CR00718-TG4.0]
FBti0199618	FBti0199618	Rbcn-3A	TI{CRIMIC.TG4.0}	-1	-	79291 y[1] w[*] TI{CRIMIC.TG4.0}Rbcn-3A[CR00732-TG4.0]/FM7h	TI{CRIMIC.TG4.0}Rbcn-3A[CR00732-TG4.0]
FBti0199620	FBti0199620	Roc2 <newline> Tret1-1	TI{CRIMIC.TG4.0}	1	-	-	TI{CRIMIC.TG4.0}Tret1-1[CR00741-TG4.0]
FBti0199651	FBti0199651	E(Pc)	TI{CRIMIC.TG4.2}	1	-	79323 y[1] w[*]; TI{CRIMIC.TG4.2}E(Pc)[CR00859-TG4.2]/SM6a	TI{CRIMIC.TG4.2}E(Pc)[CR00859-TG4.2]
FBti0199671	FBti0199671	qkr58E-1	TI{CRIMIC.TG4.2}	-1	-	79343 y[1] w[*]; TI{CRIMIC.TG4.2}qkr58E-1[CR00886-TG4.2]/SM6a	TI{CRIMIC.TG4.2}qkr58E-1[CR00886-TG4.2]
FBti0199685	FBti0199685	Liprin-gamma	TI{CRIMIC.TG4.1}	-1	-	79357 y[1] w[*]; TI{CRIMIC.TG4.1}Liprin-γ[CR00919-TG4.1]	TI{CRIMIC.TG4.1}Liprin-gamma[CR00919-TG4.1]
FBti0199686	FBti0199686	Toll-4	TI{CRIMIC.TG4.1}	1	-	79358 y[1] w[*]; TI{CRIMIC.TG4.1}Toll-4[CR00920-TG4.1]	TI{CRIMIC.TG4.1}Toll-4[CR00920-TG4.1]
FBti0199695	FBti0199695	Ced-12	TI{CRIMIC.TG4.1}	1	-	79366 y[1] w[*]; TI{CRIMIC.TG4.1}Ced-12[CR00938-TG4.1]/SM6a	TI{CRIMIC.TG4.1}Ced-12[CR00938-TG4.1]
FBti0200553	FBti0200553	ND-49	TI{CRIMIC.TG4.1}	-1	-	-	TI{CRIMIC.TG4.1}ND-49[CR00411-TG4.1]
FBti0200569	FBti0200569	ft	TI{CRIMIC.TG4.0}	-1	-	-	TI{CRIMIC.TG4.0}ft[CR00495-TG4.0-X]
FBti0200570	FBti0200570	CG43689	TI{CRIMIC.TG4.2}	1	-	-	TI{CRIMIC.TG4.2}CG43689[CR00501-TG4.2-X]
FBti0200574	FBti0200574	dx	TI{CRIMIC.TG4.2}	1	-	-	TI{CRIMIC.TG4.2}dx[CR00515-TG4.2-X]
FBti0200578	FBti0200578	Oct-TyrR	TI{CRIMIC.TG4.0}	1	-	80588 y[1] w[*]; TI{CRIMIC.TG4.0}Oct-TyrR[CR00523-TG4.0]/TM3, Sb[1] Ser[1]	TI{CRIMIC.TG4.0}Oct-TyrR[CR00523-TG4.0]
FBti0200579	FBti0200579	Vha100-1	TI{CRIMIC.TG4.0}	1	-	-	TI{CRIMIC.TG4.0}Vha100-1[CR00531-TG4.0]
FBti0200588	FBti0200588	ND-MWFE <newline> TppII	TI{CRIMIC.TG4.0}	1	-	80595 y[1] w[*]; TI{CRIMIC.TG4.0}ND-MWFE[CR00565-TG4.0] TppII[CR00565-TG4.0-X]	TI{CRIMIC.TG4.0}ND-MWFE[CR00565-TG4.0]
FBti0200593	FBti0200593	santa-maria	TI{CRIMIC.TG4.0}	-1	-	80598 y[1] w[*]; TI{CRIMIC.TG4.0}santa-maria[CR00578-TG4.0]	TI{CRIMIC.TG4.0}santa-maria[CR00578-TG4.0]
FBti0200597	FBti0200597	Spn42De	TI{CRIMIC.TG4.2}	1	-	-	TI{CRIMIC.TG4.2}Spn42De[CR00588-TG4.2-X]
FBti0200607	FBti0200607	JhI-21	TI{CRIMIC.TG4.2}	-1	-	80607 y[1] w[*]; TI{CRIMIC.TG4.2}JhI-21[CR00621-TG4.2]	TI{CRIMIC.TG4.2}JhI-21[CR00621-TG4.2]
FBti0200614	FBti0200614	sens-2	TI{CRIMIC.TG4.2}	1	-	80614 y[1] w[*]; TI{CRIMIC.TG4.2}sens-2[CR00642-TG4.2]/SM6a	TI{CRIMIC.TG4.2}sens-2[CR00642-TG4.2]
FBti0200616	FBti0200616	alpha-Est2	TI{CRIMIC.TG4.2}	1	-	80616 y[1] w[*]; TI{CRIMIC.TG4.2}α-Est2[CR00646-TG4.2]	TI{CRIMIC.TG4.2}alpha-Est2[CR00646-TG4.2]
FBti0200645	FBti0200645	betaggt-I	TI{CRIMIC.TG4.0}	1	-	80631 y[1] w[*]; TI{CRIMIC.TG4.0}βggt-I[CR00733-TG4.0]/SM6a	TI{CRIMIC.TG4.0}betaggt-I[CR00733-TG4.0]
FBti0200656	FBti0200656	Trx-2	TI{CRIMIC.TG4.0}	1	-	83189 y[1] w[*]; TI{CRIMIC.TG4.0}Trx-2[CR00748-TG4.0]	TI{CRIMIC.TG4.0}Trx-2[CR00748-TG4.0]
FBti0200667	FBti0200667	Rme-8	TI{CRIMIC.TG4.1}	-1	-	80650 y[1] w[*]; TI{CRIMIC.TG4.1}Rme-8[CR00765-TG4.1]/SM6a	TI{CRIMIC.TG4.1}Rme-8[CR00765-TG4.1]
FBti0200671	FBti0200671	H2.0	TI{CRIMIC.TG4.1}	-1	-	83191 y[1] w[*]; TI{CRIMIC.TG4.1}H2.0[CR00770-TG4.1]	TI{CRIMIC.TG4.1}H2.0[CR00770-TG4.1]
FBti0200698	FBti0200698	rho-7	TI{CRIMIC.TG4.1}	-1	-	80676 y[1] w[*]; TI{CRIMIC.TG4.1}rho-7[CR00819-TG4.1]/SM6a	TI{CRIMIC.TG4.1}rho-7[CR00819-TG4.1]
FBti0200702	FBti0200702	Tif-IA	TI{CRIMIC.TG4.1}	1	-	80679 y[1] w[*]; TI{CRIMIC.TG4.1}Tif-IA[CR00837-TG4.1]/SM6a	TI{CRIMIC.TG4.1}Tif-IA[CR00837-TG4.1]
FBti0200707	FBti0200707	shg	TI{CRIMIC.TG4.2}	-1	-	-	TI{CRIMIC.TG4.2}shg[CR00858-TG4.2-X]
FBti0200708	FBti0200708	CG4038 <newline> CG34396	TI{CRIMIC.TG4.2}	-1	-	-	TI{CRIMIC.TG4.2}CG4038[CR00864-TG4.2-X]
FBti0202655	FBti0202655	PRL-1	TI{CRIMIC.TG4.2}	-1	-	81151 y[1] w[*]; TI{CRIMIC.TG4.2}PRL-1[CR00881-TG4.2]/SM6a	TI{CRIMIC.TG4.2}PRL-1[CR00881-TG4.2]
FBti0202668	FBti0202668	Pka-R2	TI{CRIMIC.TG4.1}	-1	-	81167 y[1] w[*]; TI{CRIMIC.TG4.1}Pka-R2[CR01058-TG4.1]/SM6a	TI{CRIMIC.TG4.1}Pka-R2[CR01058-TG4.1]
FBti0202683	FBti0202683	Men-b	TI{CRIMIC.TG4.2}	1	-	81183 y[1] w[67c23]; TI{CRIMIC.TG4.2}Men-b[CR01132-TG4.2]/TM3, Sb[1] Ser[1]	TI{CRIMIC.TG4.2}Men-b[CR01132-TG4.2]
FBti0202691	FBti0202691	DIP-theta	TI{CRIMIC.TG4.1}	-1	-	81191 y[1] w[*]; TI{CRIMIC.TG4.1}DIP-θ[CR01145-TG4.1]/SM6a	TI{CRIMIC.TG4.1}DIP-theta[CR01145-TG4.1]
FBti0202718	FBti0202718	CG13744	TI{CRIMIC.TG4.0}	-1	-	81164 y[1] w[*]; TI{CRIMIC.TG4.0}CG13744[CR01054-TG4.0-X]	TI{CRIMIC.TG4.0}CG13744[CR01054-TG4.0-X]
FBti0202719	FBti0202719	CG15615	TI{CRIMIC.TG4.0}	-1	-	81165 y[1] w[*]; TI{CRIMIC.TG4.0}CG15615[CR01055-TG4.0-X]/SM6a	TI{CRIMIC.TG4.0}CG15615[CR01055-TG4.0-X]
FBti0206857	FBti0206857	Dcp-1 <newline> pita	TI{CRIMIC.TG4.2}	1	-	83217 y[1] w[*]; TI{CRIMIC.TG4.2}Dcp-1[CR00960-TG4.2] pita[CR00960-TG4.2-X]/SM6a	TI{CRIMIC.TG4.2}Dcp-1[CR00960-TG4.2]
FBti0206863	FBti0206863	Sr-CI	TI{CRIMIC.TG4.2}	1	-	83224 y[1] w[*]; TI{CRIMIC.TG4.2}Sr-CI[CR00972-TG4.2]	TI{CRIMIC.TG4.2}Sr-CI[CR00972-TG4.2]
FBti0206874	FBti0206874	Dh44-R1	TI{CRIMIC.TG4.2}	1	-	83237 y[1] w[*]; TI{CRIMIC.TG4.2}Dh44-R1[CR00985-TG4.2]	TI{CRIMIC.TG4.2}Dh44-R1[CR00985-TG4.2]
FBti0206876	FBti0206876	ND-PDSW	TI{CRIMIC.TG4.1}	1	-	83239 y[1] w[*]; TI{CRIMIC.TG4.1}ND-PDSW[CR00990-TG4.1]/SM6a	TI{CRIMIC.TG4.1}ND-PDSW[CR00990-TG4.1]
FBti0206882	FBti0206882	DIP-kappa <newline> Gpo3	TI{CRIMIC.TG4.1}	-1	-	83252 y[1] w[*]; TI{CRIMIC.TG4.1}DIP-κ[CR01146-TG4.1] Gpo3[CR01146-TG4.1-X]/SM6a	TI{CRIMIC.TG4.1}DIP-kappa[CR01146-TG4.1]
FBti0206920	FBti0206920	JhI-26 <newline> asRNA:CR43730	TI{CRIMIC.TG4.0}	1	-	83292 y[1] w[*]; TI{CRIMIC.TG4.0}JhI-26[CR01370-TG4.0] asRNA:CR43730[CR01370-TG4.0-X]/SM6a	TI{CRIMIC.TG4.0}JhI-26[CR01370-TG4.0]
FBti0206933	FBti0206933	DIP-iota	TI{CRIMIC.TG4.1}	-1	-	83243 y[1] w[*]; TI{CRIMIC.TG4.1}DIP-ι[CR00997-TG4.1]/SM6a	TI{CRIMIC.TG4.1}DIP-iota[CR00997-TG4.1]
FBti0210331	FBti0210331	IA-2	TI{CRIMIC.TG4.1}	-1	-	86344 y[1] w[*]; TI{CRIMIC.TG4.1}IA-2[CR01329-TG4.1]/SM6a	TI{CRIMIC.TG4.1}IA-2[CR01329-TG4.1]
FBti0210352	FBti0210352	Ack-like	TI{CRIMIC.TG4.1}	-1	-	86365 y[1] w[*]; TI{CRIMIC.TG4.1}Ack-like[CR01407-TG4.1]/SM6a	TI{CRIMIC.TG4.1}Ack-like[CR01407-TG4.1]
FBti0210393	FBti0210393	SmydA-1	TI{CRIMIC.TG4.2}	1	-	86407 y[1] w[*]; TI{CRIMIC.TG4.2}SmydA-1[CR01469-TG4.2]/SM6a	TI{CRIMIC.TG4.2}SmydA-1[CR01469-TG4.2]
FBti0210429	FBti0210429	GlcAT-S	TI{CRIMIC.TG4.1}	1	-	86443 y[1] w[*]; TI{CRIMIC.TG4.1}GlcAT-S[CR01551-TG4.1]/SM6a	TI{CRIMIC.TG4.1}GlcAT-S[CR01551-TG4.1]
FBti0210430	FBti0210430	Ca-beta	TI{CRIMIC.TG4.1}	-1	-	86444 y[1] w[*]; TI{CRIMIC.TG4.1}Ca-β[CR01554-TG4.1]	TI{CRIMIC.TG4.1}Ca-beta[CR01554-TG4.1]
FBti0210433	FBti0210433	Fmo-2	TI{CRIMIC.TG4.1}	-1	-	86447 y[1] w[*]; TI{CRIMIC.TG4.1}Fmo-2[CR01558-TG4.1]	TI{CRIMIC.TG4.1}Fmo-2[CR01558-TG4.1]
FBti0210459	FBti0210459	AdamTS-B	TI{CRIMIC.TG4.2}	1	-	86472 y[1] w[*] TI{CRIMIC.TG4.2}AdamTS-B[CR01623-TG4.2]	TI{CRIMIC.TG4.2}AdamTS-B[CR01623-TG4.2]
FBti0210461	FBti0210461	Ggt-1	TI{CRIMIC.TG4.2}	-1	-	86474 y[1] w[*] TI{CRIMIC.TG4.2}Ggt-1[CR01626-TG4.2]	TI{CRIMIC.TG4.2}Ggt-1[CR01626-TG4.2]
FBti0210477	FBti0210477	ced-6	TI{CRIMIC.TG4.0}	-1	-	86490 y[1] w[*]; TI{CRIMIC.TG4.0}ced-6[CR01681-TG4.0]/SM6a	TI{CRIMIC.TG4.0}ced-6[CR01681-TG4.0]
FBti0210484	FBti0210484	ari-2	TI{CRIMIC.TG4.1}	1	-	86497 y[1] w[*]; TI{CRIMIC.TG4.1}ari-2[CR01731-TG4.1]/SM6a	TI{CRIMIC.TG4.1}ari-2[CR01731-TG4.1]
FBti0210486	FBti0210486	Ca-Ma2d	TI{CRIMIC.TG4.2}	1	-	86499 y[1] w[*]; TI{CRIMIC.TG4.2}Ca-Ma2d[CR01742-TG4.2]	TI{CRIMIC.TG4.2}Ca-Ma2d[CR01742-TG4.2]
FBti0212957	FBti0212957	Msr-110	TI{CRIMIC.TG4.0}	-1	-	91285 y[1] w[*]; TI{CRIMIC.TG4.0}Msr-110[CR01724-TG4.0]/TM3, Sb[1] Ser[1]	TI{CRIMIC.TG4.0}Msr-110[CR01724-TG4.0]
FBti0212984	FBti0212984	MYPT-75D	TI{CRIMIC.TG4.1}	1	-	91311 y[1] w[*]; TI{CRIMIC.TG4.1}MYPT-75D[CR01818-TG4.1]/TM3, Sb[1] Ser[1]	TI{CRIMIC.TG4.1}MYPT-75D[CR01818-TG4.1]
